fips,Geographic.Area.Name,Total,Total.Urban,Total.Urban.Inside.urbanized.areas,Total.Urban.Inside.urban.clusters,Total.Rural,Total.undefined
13111,"Fannin County, Georgia",23682,0,0,0,23682,0
13113,"Fayette County, Georgia",106567,87195,87195,0,19372,0
13115,"Floyd County, Georgia",96317,60851,60851,0,35466,0
13117,"Forsyth County, Georgia",175511,158097,158097,0,17414,0
13119,"Franklin County, Georgia",22084,2445,0,2445,19639,0
13121,"Fulton County, Georgia",920581,910660,910660,0,9921,0
13123,"Gilmer County, Georgia",28292,3496,0,3496,24796,0
13125,"Glascock County, Georgia",3082,0,0,0,3082,0
13127,"Glynn County, Georgia",79626,63250,51024,12226,16376,0
13129,"Gordon County, Georgia",55186,26733,0,26733,28453,0
13131,"Grady County, Georgia",25011,9414,0,9414,15597,0
13133,"Greene County, Georgia",15994,2759,0,2759,13235,0
13135,"Gwinnett County, Georgia",805321,801411,801411,0,3910,0
13137,"Habersham County, Georgia",43041,17749,0,17749,25292,0
13139,"Hall County, Georgia",179684,142747,140189,2558,36937,0
13141,"Hancock County, Georgia",9429,3622,0,3622,5807,0
13143,"Haralson County, Georgia",28780,6516,0,6516,22264,0
13145,"Harris County, Georgia",32024,1062,166,896,30962,0
13147,"Hart County, Georgia",25213,6438,0,6438,18775,0
13149,"Heard County, Georgia",11834,0,0,0,11834,0
13151,"Henry County, Georgia",203922,175672,175672,0,28250,0
13153,"Houston County, Georgia",139900,125963,125963,0,13937,0
13155,"Irwin County, Georgia",9538,3366,0,3366,6172,0
13157,"Jackson County, Georgia",60485,24185,7391,16794,36300,0
13159,"Jasper County, Georgia",13900,2535,0,2535,11365,0
13161,"Jeff Davis County, Georgia",15068,4594,0,4594,10474,0
13163,"Jefferson County, Georgia",16930,3273,0,3273,13657,0
13165,"Jenkins County, Georgia",8340,2827,0,2827,5513,0
13167,"Johnson County, Georgia",9980,3452,0,3452,6528,0
13169,"Jones County, Georgia",28669,9256,4690,4566,19413,0
13171,"Lamar County, Georgia",18317,7167,0,7167,11150,0
13173,"Lanier County, Georgia",10078,2910,0,2910,7168,0
13175,"Laurens County, Georgia",48434,20999,0,20999,27435,0
13177,"Lee County, Georgia",28298,18046,14415,3631,10252,0
13179,"Liberty County, Georgia",63453,48757,48757,0,14696,0
13181,"Lincoln County, Georgia",7996,0,0,0,7996,0
13183,"Long County, Georgia",14464,2699,2699,0,11765,0
13185,"Lowndes County, Georgia",109233,79517,76150,3367,29716,0
13187,"Lumpkin County, Georgia",29966,4812,0,4812,25154,0
13189,"McDuffie County, Georgia",21875,8540,0,8540,13335,0
13191,"McIntosh County, Georgia",14333,3682,0,3682,10651,0
13193,"Macon County, Georgia",14740,6900,0,6900,7840,0
13195,"Madison County, Georgia",28120,2284,2281,3,25836,0
13197,"Marion County, Georgia",8742,0,0,0,8742,0
13199,"Meriwether County, Georgia",21992,3676,0,3676,18316,0
13201,"Miller County, Georgia",6125,0,0,0,6125,0
13205,"Mitchell County, Georgia",23498,10689,0,10689,12809,0
13207,"Monroe County, Georgia",26424,5224,390,4834,21200,0
13209,"Montgomery County, Georgia",9123,118,0,118,9005,0
13211,"Morgan County, Georgia",17868,4401,0,4401,13467,0
13213,"Murray County, Georgia",39628,11838,11838,0,27790,0
13215,"Muscogee County, Georgia",189885,184231,184231,0,5654,0
13217,"Newton County, Georgia",99958,68727,68727,0,31231,0
13219,"Oconee County, Georgia",32808,16300,16300,0,16508,0
13221,"Oglethorpe County, Georgia",14899,111,111,0,14788,0
13223,"Paulding County, Georgia",142324,113784,110495,3289,28540,0
13225,"Peach County, Georgia",27695,17109,6504,10605,10586,0
13227,"Pickens County, Georgia",29431,7916,0,7916,21515,0
13229,"Pierce County, Georgia",18758,3873,0,3873,14885,0
13231,"Pike County, Georgia",17869,185,185,0,17684,0
13233,"Polk County, Georgia",41475,20148,0,20148,21327,0
13235,"Pulaski County, Georgia",12010,3999,0,3999,8011,0
13237,"Putnam County, Georgia",21218,4043,0,4043,17175,0
13239,"Quitman County, Georgia",2513,676,0,676,1837,0
13241,"Rabun County, Georgia",16276,3372,0,3372,12904,0
13243,"Randolph County, Georgia",7719,3811,0,3811,3908,0
13245,"Richmond County, Georgia",200549,182066,182066,0,18483,0
13247,"Rockdale County, Georgia",85215,72490,72490,0,12725,0
13249,"Schley County, Georgia",5010,0,0,0,5010,0
13251,"Screven County, Georgia",14593,3076,0,3076,11517,0
13253,"Seminole County, Georgia",8729,2745,0,2745,5984,0
13255,"Spalding County, Georgia",64073,37406,37406,0,26667,0
13257,"Stephens County, Georgia",26175,10846,0,10846,15329,0
13259,"Stewart County, Georgia",6058,0,0,0,6058,0
13261,"Sumter County, Georgia",32819,19106,0,19106,13713,0
13263,"Talbot County, Georgia",6865,420,0,420,6445,0
13265,"Taliaferro County, Georgia",1717,0,0,0,1717,0
13267,"Tattnall County, Georgia",25520,8106,0,8106,17414,0
13269,"Taylor County, Georgia",8906,0,0,0,8906,0
13271,"Telfair County, Georgia",16500,8747,0,8747,7753,0
13273,"Terrell County, Georgia",9315,4466,0,4466,4849,0
13275,"Thomas County, Georgia",44720,24139,0,24139,20581,0
13277,"Tift County, Georgia",40118,23757,0,23757,16361,0
13279,"Toombs County, Georgia",27223,13324,0,13324,13899,0
13281,"Towns County, Georgia",10471,0,0,0,10471,0
13283,"Treutlen County, Georgia",6885,2832,0,2832,4053,0
13285,"Troup County, Georgia",67044,37344,0,37344,29700,0
13287,"Turner County, Georgia",8930,4489,0,4489,4441,0
13289,"Twiggs County, Georgia",9023,0,0,0,9023,0
13291,"Union County, Georgia",21356,0,0,0,21356,0
13293,"Upson County, Georgia",27153,14416,0,14416,12737,0
13295,"Walker County, Georgia",68756,38604,31240,7364,30152,0
13297,"Walton County, Georgia",83768,48034,27958,20076,35734,0
13299,"Ware County, Georgia",36312,25621,0,25621,10691,0
13301,"Warren County, Georgia",5834,0,0,0,5834,0
13303,"Washington County, Georgia",21187,7288,0,7288,13899,0
13305,"Wayne County, Georgia",30099,12660,0,12660,17439,0
13307,"Webster County, Georgia",2799,0,0,0,2799,0
13309,"Wheeler County, Georgia",7421,0,0,0,7421,0
13311,"White County, Georgia",27144,4399,0,4399,22745,0
13313,"Whitfield County, Georgia",102599,72766,72766,0,29833,0
13315,"Wilcox County, Georgia",9255,0,0,0,9255,0
13317,"Wilkes County, Georgia",10593,3457,0,3457,7136,0
13319,"Wilkinson County, Georgia",9563,0,0,0,9563,0
13321,"Worth County, Georgia",21679,6685,0,6685,14994,0
15001,"Hawaii County, Hawaii",185079,114766,0,114766,70313,0
15003,"Honolulu County, Hawaii",953207,944982,916141,28841,8225,0
15005,"Kalawao County, Hawaii",90,0,0,0,90,0
15007,"Kauai County, Hawaii",67091,58463,0,58463,8628,0
15009,"Maui County, Hawaii",154834,132278,55934,76344,22556,0
16001,"Ada County, Idaho",392365,370894,349911,20983,21471,0
16003,"Adams County, Idaho",3976,0,0,0,3976,0
16005,"Bannock County, Idaho",82839,69809,69809,0,13030,0
16007,"Bear Lake County, Idaho",5986,0,0,0,5986,0
16009,"Benewah County, Idaho",9285,2608,0,2608,6677,0
16011,"Bingham County, Idaho",45607,20053,0,20053,25554,0
16013,"Blaine County, Idaho",21376,14372,0,14372,7004,0
16015,"Boise County, Idaho",7028,0,0,0,7028,0
16017,"Bonner County, Idaho",40877,11263,0,11263,29614,0
16019,"Bonneville County, Idaho",104234,90734,90733,1,13500,0
16021,"Boundary County, Idaho",10972,2613,0,2613,8359,0
16023,"Butte County, Idaho",2891,0,0,0,2891,0
16025,"Camas County, Idaho",1117,0,0,0,1117,0
16027,"Canyon County, Idaho",188923,151388,151272,116,37535,0
16029,"Caribou County, Idaho",6963,2793,0,2793,4170,0
16031,"Cassia County, Idaho",22952,11129,0,11129,11823,0
16033,"Clark County, Idaho",982,0,0,0,982,0
16035,"Clearwater County, Idaho",8761,3626,0,3626,5135,0
16037,"Custer County, Idaho",4368,0,0,0,4368,0
16039,"Elmore County, Idaho",27038,19769,0,19769,7269,0
16041,"Franklin County, Idaho",12786,4323,0,4323,8463,0
16043,"Fremont County, Idaho",13242,3702,0,3702,9540,0
16045,"Gem County, Idaho",16719,9192,0,9192,7527,0
16047,"Gooding County, Idaho",15464,6482,0,6482,8982,0
16049,"Idaho County, Idaho",16267,3150,0,3150,13117,0
16051,"Jefferson County, Idaho",26140,8728,0,8728,17412,0
16053,"Jerome County, Idaho",22374,10892,0,10892,11482,0
16055,"Kootenai County, Idaho",138494,104917,98378,6539,33577,0
16057,"Latah County, Idaho",37244,24212,0,24212,13032,0
16059,"Lemhi County, Idaho",7936,3084,0,3084,4852,0
16061,"Lewis County, Idaho",3821,0,0,0,3821,0
16063,"Lincoln County, Idaho",5208,0,0,0,5208,0
16065,"Madison County, Idaho",37536,26852,0,26852,10684,0
16067,"Minidoka County, Idaho",20069,11194,0,11194,8875,0
16069,"Nez Perce County, Idaho",39265,31740,31740,0,7525,0
16071,"Oneida County, Idaho",4286,0,0,0,4286,0
16073,"Owyhee County, Idaho",11526,2617,0,2617,8909,0
16075,"Payette County, Idaho",22623,12970,0,12970,9653,0
16077,"Power County, Idaho",7817,4488,0,4488,3329,0
16079,"Shoshone County, Idaho",12765,5612,0,5612,7153,0
16081,"Teton County, Idaho",10170,0,0,0,10170,0
16083,"Twin Falls County, Idaho",77230,55613,0,55613,21617,0
16085,"Valley County, Idaho",9862,0,0,0,9862,0
16087,"Washington County, Idaho",10198,5551,0,5551,4647,0
17001,"Adams County, Illinois",67103,45228,0,45228,21875,0
17003,"Alexander County, Illinois",8238,3142,309,2833,5096,0
17005,"Bond County, Illinois",17768,6976,0,6976,10792,0
17007,"Boone County, Illinois",54165,43677,43677,0,10488,0
17009,"Brown County, Illinois",6937,4088,0,4088,2849,0
17011,"Bureau County, Illinois",34978,14904,0,14904,20074,0
17013,"Calhoun County, Illinois",5089,0,0,0,5089,0
17015,"Carroll County, Illinois",15387,2789,0,2789,12598,0
17017,"Cass County, Illinois",13642,6530,0,6530,7112,0
17019,"Champaign County, Illinois",201081,175523,145361,30162,25558,0
17021,"Christian County, Illinois",34800,19679,0,19679,15121,0
17023,"Clark County, Illinois",16335,6609,0,6609,9726,0
17025,"Clay County, Illinois",13815,4872,0,4872,8943,0
17027,"Clinton County, Illinois",37762,19350,0,19350,18412,0
17029,"Coles County, Illinois",53873,40788,0,40788,13085,0
17031,"Cook County, Illinois",5194675,5192322,5192322,0,2353,0
17033,"Crawford County, Illinois",19817,7894,0,7894,11923,0
17035,"Cumberland County, Illinois",11048,0,0,0,11048,0
17037,"DeKalb County, Illinois",105160,83807,75753,8054,21353,0
17039,"De Witt County, Illinois",16561,8487,0,8487,8074,0
17041,"Douglas County, Illinois",19980,7665,0,7665,12315,0
17043,"DuPage County, Illinois",916924,916488,916488,0,436,0
17045,"Edgar County, Illinois",18576,8953,0,8953,9623,0
17047,"Edwards County, Illinois",6721,0,0,0,6721,0
17049,"Effingham County, Illinois",34242,13800,0,13800,20442,0
17051,"Fayette County, Illinois",22140,7309,0,7309,14831,0
17053,"Ford County, Illinois",14081,8198,0,8198,5883,0
17055,"Franklin County, Illinois",39561,20342,0,20342,19219,0
17057,"Fulton County, Illinois",37069,14818,0,14818,22251,0
17059,"Gallatin County, Illinois",5589,0,0,0,5589,0
17061,"Greene County, Illinois",13886,4048,0,4048,9838,0
17063,"Grundy County, Illinois",50063,37860,12325,25535,12203,0
17065,"Hamilton County, Illinois",8457,2698,0,2698,5759,0
17067,"Hancock County, Illinois",19104,5545,0,5545,13559,0
17069,"Hardin County, Illinois",4320,0,0,0,4320,0
17071,"Henderson County, Illinois",7331,25,0,25,7306,0
17073,"Henry County, Illinois",50486,25104,5716,19388,25382,0
17075,"Iroquois County, Illinois",29718,8398,0,8398,21320,0
17077,"Jackson County, Illinois",60218,37837,28176,9661,22381,0
17079,"Jasper County, Illinois",9698,2923,0,2923,6775,0
17081,"Jefferson County, Illinois",38827,16008,0,16008,22819,0
17083,"Jersey County, Illinois",22985,9063,74,8989,13922,0
17085,"Jo Daviess County, Illinois",22678,6216,3051,3165,16462,0
17087,"Johnson County, Illinois",12582,0,0,0,12582,0
17089,"Kane County, Illinois",515269,496934,492315,4619,18335,0
17091,"Kankakee County, Illinois",113449,85703,81926,3777,27746,0
17093,"Kendall County, Illinois",114736,102781,102781,0,11955,0
17095,"Knox County, Illinois",52919,40049,0,40049,12870,0
17097,"Lake County, Illinois",703462,694547,694547,0,8915,0
17099,"LaSalle County, Illinois",113924,79502,0,79502,34422,0
17101,"Lawrence County, Illinois",16833,7067,0,7067,9766,0
17103,"Lee County, Illinois",36031,16858,0,16858,19173,0
17105,"Livingston County, Illinois",38950,23057,0,23057,15893,0
17107,"Logan County, Illinois",30305,18224,0,18224,12081,0
17109,"McDonough County, Illinois",32612,22990,0,22990,9622,0
17111,"McHenry County, Illinois",308760,278259,230747,47512,30501,0
17113,"McLean County, Illinois",169572,141598,132600,8998,27974,0
17115,"Macon County, Illinois",110768,93863,93863,0,16905,0
17117,"Macoupin County, Illinois",47765,19816,0,19816,27949,0
17119,"Madison County, Illinois",269282,233358,218067,15291,35924,0
17121,"Marion County, Illinois",39437,21668,0,21668,17769,0
17123,"Marshall County, Illinois",12640,0,0,0,12640,0
17125,"Mason County, Illinois",14666,3302,0,3302,11364,0
17127,"Massac County, Illinois",15429,7636,0,7636,7793,0
17129,"Menard County, Illinois",12705,3088,0,3088,9617,0
17131,"Mercer County, Illinois",16434,3655,0,3655,12779,0
17133,"Monroe County, Illinois",32957,19326,9722,9604,13631,0
17135,"Montgomery County, Illinois",30104,17574,0,17574,12530,0
17137,"Morgan County, Illinois",35547,22669,0,22669,12878,0
17139,"Moultrie County, Illinois",14846,4567,0,4567,10279,0
17141,"Ogle County, Illinois",53497,28300,0,28300,25197,0
17143,"Peoria County, Illinois",186494,159181,157180,2001,27313,0
17145,"Perry County, Illinois",22350,12596,0,12596,9754,0
17147,"Piatt County, Illinois",16729,5410,0,5410,11319,0
17149,"Pike County, Illinois",16430,4550,0,4550,11880,0
17151,"Pope County, Illinois",4470,0,0,0,4470,0
17153,"Pulaski County, Illinois",6161,0,0,0,6161,0
17155,"Putnam County, Illinois",6006,0,0,0,6006,0
17157,"Randolph County, Illinois",33476,19201,0,19201,14275,0
17159,"Richland County, Illinois",16233,9177,0,9177,7056,0
17161,"Rock Island County, Illinois",147546,131434,131434,0,16112,0
17163,"St. Clair County, Illinois",270056,243713,228843,14870,26343,0
17165,"Saline County, Illinois",24913,14035,0,14035,10878,0
17167,"Sangamon County, Illinois",197465,169570,161316,8254,27895,0
17169,"Schuyler County, Illinois",7544,3196,0,3196,4348,0
17171,"Scott County, Illinois",5355,0,0,0,5355,0
17173,"Shelby County, Illinois",22363,4980,0,4980,17383,0
17175,"Stark County, Illinois",5994,0,0,0,5994,0
17177,"Stephenson County, Illinois",47711,28582,0,28582,19129,0
17179,"Tazewell County, Illinois",135394,107749,104297,3452,27645,0
17181,"Union County, Illinois",17808,6078,0,6078,11730,0
17183,"Vermilion County, Illinois",81625,56112,50996,5116,25513,0
17185,"Wabash County, Illinois",11947,7300,0,7300,4647,0
17187,"Warren County, Illinois",17707,9654,0,9654,8053,0
17189,"Washington County, Illinois",14716,3878,0,3878,10838,0
17191,"Wayne County, Illinois",16760,5039,0,5039,11721,0
17193,"White County, Illinois",14665,5568,0,5568,9097,0
17195,"Whiteside County, Illinois",58498,36653,0,36653,21845,0
17197,"Will County, Illinois",677560,650936,629798,21138,26624,0
17199,"Williamson County, Illinois",66357,43266,39645,3621,23091,0
17201,"Winnebago County, Illinois",295266,271898,271898,0,23368,0
17203,"Woodford County, Illinois",38664,17443,5444,11999,21221,0
18001,"Adams County, Indiana",34387,15930,0,15930,18457,0
18003,"Allen County, Indiana",355329,313117,313117,0,42212,0
18005,"Bartholomew County, Indiana",76794,50912,50912,0,25882,0
18007,"Benton County, Indiana",8854,0,0,0,8854,0
18009,"Blackford County, Indiana",12766,6305,0,6305,6461,0
18011,"Boone County, Indiana",56640,37153,21738,15415,19487,0
18013,"Brown County, Indiana",15242,0,0,0,15242,0
18015,"Carroll County, Indiana",20155,3748,0,3748,16407,0
18017,"Cass County, Indiana",38966,21561,0,21561,17405,0
18019,"Clark County, Indiana",110232,87618,80697,6921,22614,0
18021,"Clay County, Indiana",26890,10517,10517,0,16373,0
18023,"Clinton County, Indiana",33224,16684,0,16684,16540,0
18025,"Crawford County, Indiana",10713,0,0,0,10713,0
18027,"Daviess County, Indiana",31648,12570,0,12570,19078,0
18029,"Dearborn County, Indiana",50047,23493,10225,13268,26554,0
18031,"Decatur County, Indiana",25740,11893,0,11893,13847,0
18033,"DeKalb County, Indiana",42223,24363,0,24363,17860,0
18035,"Delaware County, Indiana",117671,90828,90828,0,26843,0
18037,"Dubois County, Indiana",41889,21260,0,21260,20629,0
18039,"Elkhart County, Indiana",197559,156887,146461,10426,40672,0
18041,"Fayette County, Indiana",24277,15347,0,15347,8930,0
18043,"Floyd County, Indiana",74578,59418,59418,0,15160,0
18045,"Fountain County, Indiana",17240,5870,0,5870,11370,0
18047,"Franklin County, Indiana",23087,2572,0,2572,20515,0
18049,"Fulton County, Indiana",20836,7309,0,7309,13527,0
18051,"Gibson County, Indiana",33503,15539,0,15539,17964,0
18053,"Grant County, Indiana",70061,49804,0,49804,20257,0
18055,"Greene County, Indiana",33165,8343,0,8343,24822,0
18057,"Hamilton County, Indiana",274569,259096,255632,3464,15473,0
18059,"Hancock County, Indiana",70002,48689,48689,0,21313,0
18061,"Harrison County, Indiana",39364,5571,65,5506,33793,0
18063,"Hendricks County, Indiana",145448,119490,119490,0,25958,0
18065,"Henry County, Indiana",49462,28265,0,28265,21197,0
18067,"Howard County, Indiana",82752,64931,61712,3219,17821,0
18069,"Huntington County, Indiana",37124,18207,0,18207,18917,0
18071,"Jackson County, Indiana",42376,23844,0,23844,18532,0
18073,"Jasper County, Indiana",33478,10700,0,10700,22778,0
18075,"Jay County, Indiana",21253,9425,0,9425,11828,0
18077,"Jefferson County, Indiana",32428,17804,0,17804,14624,0
18079,"Jennings County, Indiana",28525,11354,0,11354,17171,0
18081,"Johnson County, Indiana",139654,120247,120247,0,19407,0
18083,"Knox County, Indiana",38440,24519,0,24519,13921,0
18085,"Kosciusko County, Indiana",77358,41311,0,41311,36047,0
18087,"LaGrange County, Indiana",37128,3113,0,3113,34015,0
18089,"Lake County, Indiana",496005,476323,466166,10157,19682,0
18091,"LaPorte County, Indiana",111467,71754,64820,6934,39713,0
18093,"Lawrence County, Indiana",46134,19170,0,19170,26964,0
18095,"Madison County, Indiana",131636,101243,91961,9282,30393,0
18097,"Marion County, Indiana",903393,897971,897971,0,5422,0
18099,"Marshall County, Indiana",47051,17246,0,17246,29805,0
