fips,Geographic.Area.Name,Total,Total.Urban,Total.Urban.Inside.urbanized.areas,Total.Urban.Inside.urban.clusters,Total.Rural,Total.undefined
30069,"Petroleum County, Montana",494,0,0,0,494,0
30071,"Phillips County, Montana",4253,0,0,0,4253,0
30073,"Pondera County, Montana",6153,2578,0,2578,3575,0
30075,"Powder River County, Montana",1743,0,0,0,1743,0
30077,"Powell County, Montana",7027,3217,0,3217,3810,0
30079,"Prairie County, Montana",1179,0,0,0,1179,0
30081,"Ravalli County, Montana",40212,6182,0,6182,34030,0
30083,"Richland County, Montana",9746,5438,0,5438,4308,0
30085,"Roosevelt County, Montana",10425,6283,0,6283,4142,0
30087,"Rosebud County, Montana",9233,0,0,0,9233,0
30089,"Sanders County, Montana",11413,0,0,0,11413,0
30091,"Sheridan County, Montana",3384,0,0,0,3384,0
30093,"Silver Bow County, Montana",34200,30287,0,30287,3913,0
30095,"Stillwater County, Montana",9117,0,0,0,9117,0
30097,"Sweet Grass County, Montana",3651,0,0,0,3651,0
30099,"Teton County, Montana",6073,0,0,0,6073,0
30101,"Toole County, Montana",5324,3037,0,3037,2287,0
30103,"Treasure County, Montana",718,0,0,0,718,0
30105,"Valley County, Montana",7369,3301,0,3301,4068,0
30107,"Wheatland County, Montana",2168,0,0,0,2168,0
30109,"Wibaux County, Montana",1017,0,0,0,1017,0
30111,"Yellowstone County, Montana",147972,123278,114773,8505,24694,0
31001,"Adams County, Nebraska",31364,24312,0,24312,7052,0
31003,"Antelope County, Nebraska",6685,0,0,0,6685,0
31005,"Arthur County, Nebraska",460,0,0,0,460,0
31007,"Banner County, Nebraska",690,0,0,0,690,0
31009,"Blaine County, Nebraska",478,0,0,0,478,0
31011,"Boone County, Nebraska",5505,0,0,0,5505,0
31013,"Box Butte County, Nebraska",11308,8486,0,8486,2822,0
31015,"Boyd County, Nebraska",2099,0,0,0,2099,0
31017,"Brown County, Nebraska",3145,0,0,0,3145,0
31019,"Buffalo County, Nebraska",46102,31229,0,31229,14873,0
31021,"Burt County, Nebraska",6858,0,0,0,6858,0
31023,"Butler County, Nebraska",8395,2879,0,2879,5516,0
31025,"Cass County, Nebraska",25241,6826,113,6713,18415,0
31027,"Cedar County, Nebraska",8852,0,0,0,8852,0
31029,"Chase County, Nebraska",3966,0,0,0,3966,0
31031,"Cherry County, Nebraska",5713,2713,0,2713,3000,0
31033,"Cheyenne County, Nebraska",9998,6373,0,6373,3625,0
31035,"Clay County, Nebraska",6542,0,0,0,6542,0
31037,"Colfax County, Nebraska",10515,6255,0,6255,4260,0
31039,"Cuming County, Nebraska",9139,3180,0,3180,5959,0
31041,"Custer County, Nebraska",10939,3537,0,3537,7402,0
31043,"Dakota County, Nebraska",21006,16576,16576,0,4430,0
31045,"Dawes County, Nebraska",9182,5515,0,5515,3667,0
31047,"Dawson County, Nebraska",24326,17842,0,17842,6484,0
31049,"Deuel County, Nebraska",1941,0,0,0,1941,0
31051,"Dixon County, Nebraska",6000,0,0,0,6000,0
31053,"Dodge County, Nebraska",36691,27471,0,27471,9220,0
31055,"Douglas County, Nebraska",517110,505886,505886,0,11224,0
31057,"Dundy County, Nebraska",2008,0,0,0,2008,0
31059,"Fillmore County, Nebraska",5890,0,0,0,5890,0
31061,"Franklin County, Nebraska",3225,0,0,0,3225,0
31063,"Frontier County, Nebraska",2756,0,0,0,2756,0
31065,"Furnas County, Nebraska",4959,0,0,0,4959,0
31067,"Gage County, Nebraska",22311,12405,0,12405,9906,0
31069,"Garden County, Nebraska",2057,0,0,0,2057,0
31071,"Garfield County, Nebraska",2049,0,0,0,2049,0
31073,"Gosper County, Nebraska",2044,0,0,0,2044,0
31075,"Grant County, Nebraska",614,0,0,0,614,0
31077,"Greeley County, Nebraska",2538,0,0,0,2538,0
31079,"Hall County, Nebraska",58607,50036,50036,0,8571,0
31081,"Hamilton County, Nebraska",9124,4466,0,4466,4658,0
31083,"Harlan County, Nebraska",3423,0,0,0,3423,0
31085,"Hayes County, Nebraska",967,0,0,0,967,0
31087,"Hitchcock County, Nebraska",2908,0,0,0,2908,0
31089,"Holt County, Nebraska",10435,3682,0,3682,6753,0
31091,"Hooker County, Nebraska",736,0,0,0,736,0
31093,"Howard County, Nebraska",6274,0,0,0,6274,0
31095,"Jefferson County, Nebraska",7547,3912,0,3912,3635,0
31097,"Johnson County, Nebraska",5217,0,0,0,5217,0
31099,"Kearney County, Nebraska",6489,2949,0,2949,3540,0
31101,"Keith County, Nebraska",8368,4424,0,4424,3944,0
31103,"Keya Paha County, Nebraska",824,0,0,0,824,0
31105,"Kimball County, Nebraska",3821,0,0,0,3821,0
31107,"Knox County, Nebraska",8701,0,0,0,8701,0
31109,"Lancaster County, Nebraska",285407,261852,258719,3133,23555,0
31111,"Lincoln County, Nebraska",36288,25213,0,25213,11075,0
31113,"Logan County, Nebraska",763,0,0,0,763,0
31115,"Loup County, Nebraska",632,0,0,0,632,0
31117,"McPherson County, Nebraska",539,0,0,0,539,0
31119,"Madison County, Nebraska",34876,25144,0,25144,9732,0
31121,"Merrick County, Nebraska",7845,3225,404,2821,4620,0
31123,"Morrill County, Nebraska",5042,0,0,0,5042,0
31125,"Nance County, Nebraska",3735,0,0,0,3735,0
31127,"Nemaha County, Nebraska",7248,3474,0,3474,3774,0
31129,"Nuckolls County, Nebraska",4500,0,0,0,4500,0
31131,"Otoe County, Nebraska",15740,7066,0,7066,8674,0
31133,"Pawnee County, Nebraska",2773,0,0,0,2773,0
31135,"Perkins County, Nebraska",2970,0,0,0,2970,0
31137,"Phelps County, Nebraska",9188,5340,0,5340,3848,0
31139,"Pierce County, Nebraska",7266,0,0,0,7266,0
31141,"Platte County, Nebraska",32237,22106,0,22106,10131,0
31143,"Polk County, Nebraska",5406,0,0,0,5406,0
31145,"Red Willow County, Nebraska",11055,7563,0,7563,3492,0
31147,"Richardson County, Nebraska",8363,4133,0,4133,4230,0
31149,"Rock County, Nebraska",1526,0,0,0,1526,0
31151,"Saline County, Nebraska",14200,6948,0,6948,7252,0
31153,"Sarpy County, Nebraska",158840,150463,150463,0,8377,0
31155,"Saunders County, Nebraska",20780,6964,0,6964,13816,0
31157,"Scotts Bluff County, Nebraska",36970,25946,0,25946,11024,0
31159,"Seward County, Nebraska",16750,6636,0,6636,10114,0
31161,"Sheridan County, Nebraska",5469,0,0,0,5469,0
31163,"Sherman County, Nebraska",3152,0,0,0,3152,0
31165,"Sioux County, Nebraska",1311,0,0,0,1311,0
31167,"Stanton County, Nebraska",6129,1625,0,1625,4504,0
31169,"Thayer County, Nebraska",5228,0,0,0,5228,0
31171,"Thomas County, Nebraska",647,0,0,0,647,0
31173,"Thurston County, Nebraska",6940,0,0,0,6940,0
31175,"Valley County, Nebraska",4260,0,0,0,4260,0
31177,"Washington County, Nebraska",20234,7844,0,7844,12390,0
31179,"Wayne County, Nebraska",9595,5557,0,5557,4038,0
31181,"Webster County, Nebraska",3812,0,0,0,3812,0
31183,"Wheeler County, Nebraska",818,0,0,0,818,0
31185,"York County, Nebraska",13665,7633,0,7633,6032,0
32001,"Churchill County, Nevada",24877,16241,0,16241,8636,0
32003,"Clark County, Nevada",1951269,1925784,1886011,39773,25485,0
32005,"Douglas County, Nevada",46997,32168,4726,27442,14829,0
32007,"Elko County, Nevada",48818,30340,0,30340,18478,0
32009,"Esmeralda County, Nevada",783,0,0,0,783,0
32011,"Eureka County, Nevada",1987,0,0,0,1987,0
32013,"Humboldt County, Nevada",16528,10268,0,10268,6260,0
32015,"Lander County, Nevada",5775,3520,0,3520,2255,0
32017,"Lincoln County, Nevada",5345,0,0,0,5345,0
32019,"Lyon County, Nevada",51980,32780,754,32026,19200,0
32021,"Mineral County, Nevada",4772,3249,0,3249,1523,0
32023,"Nye County, Nevada",43946,28446,0,28446,15500,0
32027,"Pershing County, Nevada",6753,0,0,0,6753,0
32029,"Storey County, Nevada",4010,295,0,295,3715,0
32031,"Washoe County, Nevada",421407,403426,392132,11294,17981,0
32033,"White Pine County, Nevada",10030,4681,0,4681,5349,0
32510,"Carson City, Nevada",55274,52599,52599,0,2675,0
33001,"Belknap County, New Hampshire",60088,20262,0,20262,39826,0
33003,"Carroll County, New Hampshire",47818,4685,0,4685,43133,0
33005,"Cheshire County, New Hampshire",77117,26979,0,26979,50138,0
33007,"Coos County, New Hampshire",33055,11159,0,11159,21896,0
33009,"Grafton County, New Hampshire",89118,27880,0,27880,61238,0
33011,"Hillsborough County, New Hampshire",400721,315803,308754,7049,84918,0
33013,"Merrimack County, New Hampshire",146445,66467,15900,50567,79978,0
33015,"Rockingham County, New Hampshire",295223,221718,218228,3490,73505,0
33017,"Strafford County, New Hampshire",123143,83243,80286,2957,39900,0
33019,"Sullivan County, New Hampshire",43742,15676,0,15676,28066,0
34001,"Atlantic County, New Jersey",274549,239644,226566,13078,34905,0
34003,"Bergen County, New Jersey",905116,904197,904197,0,919,0
34005,"Burlington County, New Jersey",448734,418834,383705,35129,29900,0
34007,"Camden County, New Jersey",513657,505349,505275,74,8308,0
34009,"Cape May County, New Jersey",97265,80288,80288,0,16977,0
34011,"Cumberland County, New Jersey",156898,120769,81951,38818,36129,0
34013,"Essex County, New Jersey",783969,783855,783855,0,114,0
34015,"Gloucester County, New Jersey",288288,264228,264228,0,24060,0
34017,"Hudson County, New Jersey",634266,634266,634266,0,0,0
34019,"Hunterdon County, New Jersey",128349,64727,58491,6236,63622,0
34021,"Mercer County, New Jersey",366513,353749,353749,0,12764,0
34023,"Middlesex County, New Jersey",809858,804397,804397,0,5461,0
34025,"Monmouth County, New Jersey",630380,606870,606727,143,23510,0
34027,"Morris County, New Jersey",492276,458952,448928,10024,33324,0
34029,"Ocean County, New Jersey",576567,559856,531911,27945,16711,0
34031,"Passaic County, New Jersey",501226,489146,484040,5106,12080,0
34033,"Salem County, New Jersey",66083,36147,26228,9919,29936,0
34035,"Somerset County, New Jersey",323444,304708,304708,0,18736,0
34037,"Sussex County, New Jersey",149265,89783,37393,52390,59482,0
34039,"Union County, New Jersey",536499,536499,536499,0,0,0
34041,"Warren County, New Jersey",108692,67862,52506,15356,40830,0
35001,"Bernalillo County, New Mexico",662564,634766,634766,0,27798,0
35003,"Catron County, New Mexico",3725,0,0,0,3725,0
35005,"Chaves County, New Mexico",65645,49727,0,49727,15918,0
35006,"Cibola County, New Mexico",27213,12152,0,12152,15061,0
35007,"Colfax County, New Mexico",13750,6551,0,6551,7199,0
35009,"Curry County, New Mexico",48376,41570,0,41570,6806,0
35011,"De Baca County, New Mexico",2022,0,0,0,2022,0
35013,"Do?a Ana County, New Mexico",209233,168871,159312,9559,40362,0
35015,"Eddy County, New Mexico",53829,42603,0,42603,11226,0
35017,"Grant County, New Mexico",29514,17014,0,17014,12500,0
35019,"Guadalupe County, New Mexico",4687,2621,0,2621,2066,0
35021,"Harding County, New Mexico",695,0,0,0,695,0
35023,"Hidalgo County, New Mexico",4894,0,0,0,4894,0
35025,"Lea County, New Mexico",64727,51114,0,51114,13613,0
35027,"Lincoln County, New Mexico",20497,9596,0,9596,10901,0
35028,"Los Alamos County, New Mexico",17950,15932,0,15932,2018,0
35029,"Luna County, New Mexico",25095,14903,0,14903,10192,0
35031,"McKinley County, New Mexico",71492,30471,0,30471,41021,0
35033,"Mora County, New Mexico",4881,0,0,0,4881,0
35035,"Otero County, New Mexico",63797,44917,0,44917,18880,0
35037,"Quay County, New Mexico",9041,5283,0,5283,3758,0
35039,"Rio Arriba County, New Mexico",40246,20218,0,20218,20028,0
35041,"Roosevelt County, New Mexico",19846,12610,0,12610,7236,0
35043,"Sandoval County, New Mexico",131561,109119,106552,2567,22442,0
35045,"San Juan County, New Mexico",130044,86266,53049,33217,43778,0
35047,"San Miguel County, New Mexico",29393,15609,0,15609,13784,0
35049,"Santa Fe County, New Mexico",144170,107896,89284,18612,36274,0
35051,"Sierra County, New Mexico",11988,7918,0,7918,4070,0
35053,"Socorro County, New Mexico",17866,8991,0,8991,8875,0
35055,"Taos County, New Mexico",32937,13686,0,13686,19251,0
35057,"Torrance County, New Mexico",16383,199,0,199,16184,0
35059,"Union County, New Mexico",4549,0,0,0,4549,0
35061,"Valencia County, New Mexico",76569,63758,63758,0,12811,0
36001,"Albany County, New York",304204,274708,269636,5072,29496,0
36003,"Allegany County, New York",48946,10406,0,10406,38540,0
36005,"Bronx County, New York",1385108,1385069,1385069,0,39,0
36007,"Broome County, New York",200600,148330,148330,0,52270,0
36009,"Cattaraugus County, New York",80317,30719,0,30719,49598,0
36011,"Cayuga County, New York",80026,35386,0,35386,44640,0
36013,"Chautauqua County, New York",134905,75732,0,75732,59173,0
36015,"Chemung County, New York",88830,67352,67352,0,21478,0
36017,"Chenango County, New York",50477,8373,0,8373,42104,0
36019,"Clinton County, New York",82128,29438,0,29438,52690,0
36021,"Columbia County, New York",63096,16848,0,16848,46248,0
36023,"Cortland County, New York",49336,27493,0,27493,21843,0
36025,"Delaware County, New York",47980,10381,0,10381,37599,0
36027,"Dutchess County, New York",297488,221928,212235,9693,75560,0
36029,"Erie County, New York",919040,832615,811544,21071,86425,0
36031,"Essex County, New York",39370,9899,0,9899,29471,0
36033,"Franklin County, New York",51599,19259,0,19259,32340,0
36035,"Fulton County, New York",55531,27558,0,27558,27973,0
36037,"Genesee County, New York",60079,24100,0,24100,35979,0
36039,"Greene County, New York",49221,13220,140,13080,36001,0
36041,"Hamilton County, New York",4836,0,0,0,4836,0
36043,"Herkimer County, New York",64519,31092,1344,29748,33427,0
36045,"Jefferson County, New York",116229,60382,57840,2542,55847,0
36047,"Kings County, New York",2504700,2504663,2504663,0,37,0
36049,"Lewis County, New York",27087,3562,0,3562,23525,0
36051,"Livingston County, New York",65393,29654,0,29654,35739,0
36053,"Madison County, New York",73442,30151,286,29865,43291,0
36055,"Monroe County, New York",744344,696334,673458,22876,48010,0
36057,"Montgomery County, New York",50219,29660,0,29660,20559,0
36059,"Nassau County, New York",1339532,1336957,1336957,0,2575,0
36061,"New York County, New York",1585873,1585873,1585873,0,0,0
36063,"Niagara County, New York",216469,167892,124362,43530,48577,0
36065,"Oneida County, New York",234878,157406,115984,41422,77472,0
36067,"Onondaga County, New York",467026,408239,404715,3524,58787,0
36069,"Ontario County, New York",107931,56698,34948,21750,51233,0
36071,"Orange County, New York",372813,289524,228880,60644,83289,0
36073,"Orleans County, New York",42883,16776,0,16776,26107,0
36075,"Oswego County, New York",122109,46701,7316,39385,75408,0
36077,"Otsego County, New York",62259,18325,0,18325,43934,0
36079,"Putnam County, New York",99710,79220,75944,3276,20490,0
36081,"Queens County, New York",2230722,2230722,2230722,0,0,0
36083,"Rensselaer County, New York",159429,110784,107192,3592,48645,0
36085,"Richmond County, New York",468730,468730,468730,0,0,0
36087,"Rockland County, New York",311687,309451,309451,0,2236,0
36089,"St. Lawrence County, New York",111944,42548,0,42548,69396,0
36091,"Saratoga County, New York",219607,153809,150711,3098,65798,0
36093,"Schenectady County, New York",154727,142107,142107,0,12620,0
36095,"Schoharie County, New York",32749,5618,0,5618,27131,0
36097,"Schuyler County, New York",18343,3457,0,3457,14886,0
36099,"Seneca County, New York",35251,14574,0,14574,20677,0
36101,"Steuben County, New York",98990,39229,631,38598,59761,0
36103,"Suffolk County, New York",1493350,1454506,1429373,25133,38844,0
36105,"Sullivan County, New York",77547,20034,0,20034,57513,0
36107,"Tioga County, New York",51125,17557,7332,10225,33568,0
36109,"Tompkins County, New York",101564,57543,53661,3882,44021,0
36111,"Ulster County, New York",182493,98473,88968,9505,84020,0
36113,"Warren County, New York",65707,43413,39868,3545,22294,0
36115,"Washington County, New York",63216,20293,14991,5302,42923,0
36117,"Wayne County, New York",93772,36855,12166,24689,56917,0
36119,"Westchester County, New York",949113,918044,915365,2679,31069,0
36121,"Wyoming County, New York",42155,15141,0,15141,27014,0
36123,"Yates County, New York",25348,7294,0,7294,18054,0
37001,"Alamance County, North Carolina",151131,107971,107971,0,43160,0
37003,"Alexander County, North Carolina",37198,10126,4738,5388,27072,0
37005,"Alleghany County, North Carolina",11155,0,0,0,11155,0
37007,"Anson County, North Carolina",26948,5791,0,5791,21157,0
37009,"Ashe County, North Carolina",27281,4129,0,4129,23152,0
37011,"Avery County, North Carolina",17797,1996,0,1996,15801,0
37013,"Beaufort County, North Carolina",47759,16429,0,16429,31330,0
37015,"Bertie County, North Carolina",21282,3566,0,3566,17716,0
37017,"Bladen County, North Carolina",35190,3085,0,3085,32105,0
37019,"Brunswick County, North Carolina",107431,61278,39915,21363,46153,0
37021,"Buncombe County, North Carolina",238318,180932,180932,0,57386,0
37023,"Burke County, North Carolina",90912,52136,52136,0,38776,0
37025,"Cabarrus County, North Carolina",178011,143738,143551,187,34273,0
37027,"Caldwell County, North Carolina",83029,54444,54444,0,28585,0
37029,"Camden County, North Carolina",9980,45,0,45,9935,0
37031,"Carteret County, North Carolina",66469,44798,0,44798,21671,0
37033,"Caswell County, North Carolina",23719,191,0,191,23528,0
37035,"Catawba County, North Carolina",154358,107595,101101,6494,46763,0
37037,"Chatham County, North Carolina",63505,21641,6513,15128,41864,0
37039,"Cherokee County, North Carolina",27444,0,0,0,27444,0
37041,"Chowan County, North Carolina",14793,4790,0,4790,10003,0
37043,"Clay County, North Carolina",10587,0,0,0,10587,0
37045,"Cleveland County, North Carolina",98078,43360,11171,32189,54718,0
37047,"Columbus County, North Carolina",58098,11274,0,11274,46824,0
37049,"Craven County, North Carolina",103505,74825,50503,24322,28680,0
37051,"Cumberland County, North Carolina",319431,276729,276729,0,42702,0
37053,"Currituck County, North Carolina",23547,397,0,397,23150,0
37055,"Dare County, North Carolina",33920,24097,0,24097,9823,0
37057,"Davidson County, North Carolina",162878,85699,85699,0,77179,0
37059,"Davie County, North Carolina",41240,12253,7062,5191,28987,0
37061,"Duplin County, North Carolina",58505,7919,0,7919,50586,0
37063,"Durham County, North Carolina",267587,252528,252528,0,15059,0
37065,"Edgecombe County, North Carolina",56552,30930,17349,13581,25622,0
37067,"Forsyth County, North Carolina",350670,324908,324908,0,25762,0
37069,"Franklin County, North Carolina",60619,8900,4829,4071,51719,0
37071,"Gaston County, North Carolina",206086,165595,158926,6669,40491,0
37073,"Gates County, North Carolina",12197,0,0,0,12197,0
37075,"Graham County, North Carolina",8861,0,0,0,8861,0
37077,"Granville County, North Carolina",59916,27112,963,26149,32804,0
37079,"Greene County, North Carolina",21362,0,0,0,21362,0
37081,"Guilford County, North Carolina",488406,426406,426406,0,62000,0
37083,"Halifax County, North Carolina",54691,24772,0,24772,29919,0
37085,"Harnett County, North Carolina",114678,50549,12294,38255,64129,0
37087,"Haywood County, North Carolina",59036,26306,26306,0,32730,0
37089,"Henderson County, North Carolina",106740,71227,71227,0,35513,0
37091,"Hertford County, North Carolina",24669,7737,0,7737,16932,0
37093,"Hoke County, North Carolina",46952,26692,26692,0,20260,0
37095,"Hyde County, North Carolina",5810,0,0,0,5810,0
37097,"Iredell County, North Carolina",159437,98991,98991,0,60446,0
37099,"Jackson County, North Carolina",40271,10837,0,10837,29434,0
37101,"Johnston County, North Carolina",168878,80999,37449,43550,87879,0
37103,"Jones County, North Carolina",10153,0,0,0,10153,0
37105,"Lee County, North Carolina",57866,33120,0,33120,24746,0
37107,"Lenoir County, North Carolina",59495,32719,0,32719,26776,0
37109,"Lincoln County, North Carolina",78265,35569,10797,24772,42696,0
37111,"McDowell County, North Carolina",44996,13363,0,13363,31633,0
37113,"Macon County, North Carolina",33922,6781,0,6781,27141,0
37115,"Madison County, North Carolina",20764,1948,1948,0,18816,0
37117,"Martin County, North Carolina",24505,5361,0,5361,19144,0
37119,"Mecklenburg County, North Carolina",919628,909830,909830,0,9798,0
37121,"Mitchell County, North Carolina",15579,2704,0,2704,12875,0
37123,"Montgomery County, North Carolina",27798,6439,0,6439,21359,0
37125,"Moore County, North Carolina",88247,43543,0,43543,44704,0
37127,"Nash County, North Carolina",95840,50256,50256,0,45584,0
37129,"New Hanover County, North Carolina",202667,198178,198178,0,4489,0
37131,"Northampton County, North Carolina",22099,2350,0,2350,19749,0
37133,"Onslow County, North Carolina",177772,130931,105419,25512,46841,0
37135,"Orange County, North Carolina",133801,95625,95625,0,38176,0
37137,"Pamlico County, North Carolina",13144,0,0,0,13144,0
37139,"Pasquotank County, North Carolina",40661,23860,0,23860,16801,0
37141,"Pender County, North Carolina",52217,16315,2143,14172,35902,0
37143,"Perquimans County, North Carolina",13453,0,0,0,13453,0
37145,"Person County, North Carolina",39464,9660,0,9660,29804,0
37147,"Pitt County, North Carolina",168148,125378,117798,7580,42770,0
37149,"Polk County, North Carolina",20510,1585,0,1585,18925,0
37151,"Randolph County, North Carolina",141752,62027,21284,40743,79725,0
37153,"Richmond County, North Carolina",46639,25404,0,25404,21235,0
37155,"Robeson County, North Carolina",134168,50161,505,49656,84007,0
37157,"Rockingham County, North Carolina",93643,35636,0,35636,58007,0
37159,"Rowan County, North Carolina",138428,84687,84687,0,53741,0
37161,"Rutherford County, North Carolina",67810,26418,0,26418,41392,0
37163,"Sampson County, North Carolina",63431,9538,0,9538,53893,0
37165,"Scotland County, North Carolina",36157,18660,0,18660,17497,0
37167,"Stanly County, North Carolina",60585,19561,0,19561,41024,0
37169,"Stokes County, North Carolina",47401,11520,11520,0,35881,0
37171,"Surry County, North Carolina",73673,22982,0,22982,50691,0
37173,"Swain County, North Carolina",13981,0,0,0,13981,0
37175,"Transylvania County, North Carolina",33090,13356,235,13121,19734,0
37177,"Tyrrell County, North Carolina",4407,0,0,0,4407,0
37179,"Union County, North Carolina",201292,146361,146361,0,54931,0
37181,"Vance County, North Carolina",45422,20858,0,20858,24564,0
37183,"Wake County, North Carolina",900993,846020,833188,12832,54973,0
37185,"Warren County, North Carolina",20972,0,0,0,20972,0
37187,"Washington County, North Carolina",13228,4265,0,4265,8963,0
37189,"Watauga County, North Carolina",51079,22763,0,22763,28316,0
37191,"Wayne County, North Carolina",122623,65721,61054,4667,56902,0
37193,"Wilkes County, North Carolina",69340,18867,0,18867,50473,0
37195,"Wilson County, North Carolina",81234,49828,638,49190,31406,0
37197,"Yadkin County, North Carolina",38406,5885,0,5885,32521,0
37199,"Yancey County, North Carolina",17818,0,0,0,17818,0
38001,"Adams County, North Dakota",2343,0,0,0,2343,0
38003,"Barnes County, North Dakota",11066,6689,0,6689,4377,0
38005,"Benson County, North Dakota",6660,0,0,0,6660,0
38007,"Billings County, North Dakota",783,0,0,0,783,0
38009,"Bottineau County, North Dakota",6429,0,0,0,6429,0
38011,"Bowman County, North Dakota",3151,0,0,0,3151,0
38013,"Burke County, North Dakota",1968,0,0,0,1968,0
38015,"Burleigh County, North Dakota",81308,66227,63235,2992,15081,0
38017,"Cass County, North Dakota",149778,134149,134149,0,15629,0
38019,"Cavalier County, North Dakota",3993,0,0,0,3993,0
38021,"Dickey County, North Dakota",5289,0,0,0,5289,0
38023,"Divide County, North Dakota",2071,0,0,0,2071,0
38025,"Dunn County, North Dakota",3536,0,0,0,3536,0
38027,"Eddy County, North Dakota",2385,0,0,0,2385,0
38029,"Emmons County, North Dakota",3550,0,0,0,3550,0
38031,"Foster County, North Dakota",3343,0,0,0,3343,0
38033,"Golden Valley County, North Dakota",1680,0,0,0,1680,0
38035,"Grand Forks County, North Dakota",66861,55649,52952,2697,11212,0
38037,"Grant County, North Dakota",2394,0,0,0,2394,0
38039,"Griggs County, North Dakota",2420,0,0,0,2420,0
38041,"Hettinger County, North Dakota",2477,0,0,0,2477,0
38043,"Kidder County, North Dakota",2435,0,0,0,2435,0
38045,"LaMoure County, North Dakota",4139,0,0,0,4139,0
38047,"Logan County, North Dakota",1990,0,0,0,1990,0
38049,"McHenry County, North Dakota",5395,0,0,0,5395,0
38051,"McIntosh County, North Dakota",2809,0,0,0,2809,0
38053,"McKenzie County, North Dakota",6360,0,0,0,6360,0
38055,"McLean County, North Dakota",8962,0,0,0,8962,0
38057,"Mercer County, North Dakota",8424,2949,0,2949,5475,0
38059,"Morton County, North Dakota",27471,18720,18720,0,8751,0
38061,"Mountrail County, North Dakota",7673,0,0,0,7673,0
38063,"Nelson County, North Dakota",3126,0,0,0,3126,0
38065,"Oliver County, North Dakota",1846,0,0,0,1846,0
38067,"Pembina County, North Dakota",7413,0,0,0,7413,0
38069,"Pierce County, North Dakota",4357,2824,0,2824,1533,0
38071,"Ramsey County, North Dakota",11451,7444,0,7444,4007,0
38073,"Ransom County, North Dakota",5457,0,0,0,5457,0
38075,"Renville County, North Dakota",2470,0,0,0,2470,0
38077,"Richland County, North Dakota",16321,7834,0,7834,8487,0
38079,"Rolette County, North Dakota",13937,0,0,0,13937,0
38081,"Sargent County, North Dakota",3829,0,0,0,3829,0
38083,"Sheridan County, North Dakota",1321,0,0,0,1321,0
38085,"Sioux County, North Dakota",4153,0,0,0,4153,0
38087,"Slope County, North Dakota",727,0,0,0,727,0
38089,"Stark County, North Dakota",24199,17586,0,17586,6613,0
38091,"Steele County, North Dakota",1975,0,0,0,1975,0
38093,"Stutsman County, North Dakota",21100,15284,0,15284,5816,0
38095,"Towner County, North Dakota",2246,0,0,0,2246,0
38097,"Traill County, North Dakota",8121,0,0,0,8121,0
38099,"Walsh County, North Dakota",11119,4219,0,4219,6900,0
38101,"Ward County, North Dakota",61675,48171,0,48171,13504,0
38103,"Wells County, North Dakota",4207,0,0,0,4207,0
38105,"Williams County, North Dakota",22398,15127,0,15127,7271,0
39001,"Adams County, Ohio",28550,3133,0,3133,25417,0
39003,"Allen County, Ohio",106331,78801,70739,8062,27530,0
39005,"Ashland County, Ohio",53139,20226,0,20226,32913,0
39007,"Ashtabula County, Ohio",101497,54434,114,54320,47063,0
39009,"Athens County, Ohio",64757,36801,0,36801,27956,0
39011,"Auglaize County, Ohio",45949,27966,2113,25853,17983,0
39013,"Belmont County, Ohio",70400,31916,27565,4351,38484,0
39015,"Brown County, Ohio",44846,10512,0,10512,34334,0
39017,"Butler County, Ohio",368130,333736,312360,21376,34394,0
39019,"Carroll County, Ohio",28836,8376,0,8376,20460,0
39021,"Champaign County, Ohio",40097,11699,0,11699,28398,0
39023,"Clark County, Ohio",138333,105679,105679,0,32654,0
39025,"Clermont County, Ohio",197363,152529,146452,6077,44834,0
39027,"Clinton County, Ohio",42040,19070,0,19070,22970,0
39029,"Columbiana County, Ohio",107841,60537,0,60537,47304,0
39031,"Coshocton County, Ohio",36901,14218,0,14218,22683,0
39033,"Crawford County, Ohio",43784,28344,0,28344,15440,0
39035,"Cuyahoga County, Ohio",1280122,1272675,1272675,0,7447,0
39037,"Darke County, Ohio",52959,17846,0,17846,35113,0
39039,"Defiance County, Ohio",39037,21919,0,21919,17118,0
39041,"Delaware County, Ohio",174214,140573,140573,0,33641,0
39043,"Erie County, Ohio",77079,56670,6454,50216,20409,0
39045,"Fairfield County, Ohio",146156,95422,49362,46060,50734,0
39047,"Fayette County, Ohio",29030,15168,0,15168,13862,0
39049,"Franklin County, Ohio",1163414,1147661,1145507,2154,15753,0
39051,"Fulton County, Ohio",42698,18719,3608,15111,23979,0
39053,"Gallia County, Ohio",30934,5769,0,5769,25165,0
39055,"Geauga County, Ohio",93389,33649,20818,12831,59740,0
39057,"Greene County, Ohio",161573,137483,126084,11399,24090,0
39059,"Guernsey County, Ohio",40087,15466,0,15466,24621,0
39061,"Hamilton County, Ohio",802374,784466,771847,12619,17908,0
39063,"Hancock County, Ohio",74782,51517,0,51517,23265,0
39065,"Hardin County, Ohio",32058,14305,0,14305,17753,0
39067,"Harrison County, Ohio",15864,2521,0,2521,13343,0
39069,"Henry County, Ohio",28215,8724,0,8724,19491,0
39071,"Highland County, Ohio",43589,11768,0,11768,31821,0
39073,"Hocking County, Ohio",29380,8567,0,8567,20813,0
39075,"Holmes County, Ohio",42366,2968,0,2968,39398,0
