fips,med.surg.beds,ped.med.surg.bed,icu.beds,nicu.beds,ped.icu.beds,calc.tot.beds,lisc.beds,tot.staffed.facility.beds,tot.staffed.hosp.beds,facility.inpatient.days,hosp.inpatiend.days
9011,282,15,22,13,0,435,541,435,0,109040,0
9015,22,0,0,0,0,161,130,161,0,26027,0
9013,0,0,0,0,0,211,60,211,0,53856,0
9005,74,2,15,0,0,122,187,122,0,32160,0
36077,53,0,0,0,0,336,184,336,53,94889,7868
36033,58,0,10,0,0,326,396,326,101,92564,15203
36009,138,6,7,0,0,186,186,186,0,32060,0
36065,290,31,41,0,0,1502,783,1502,121,448823,16338
36071,272,11,30,12,0,968,1025,968,0,299370,0
36061,4979,309,522,230,138,11012,11923,11012,561,3233156,142629
36085,584,43,88,14,7,1323,1362,1323,0,371690,0
36119,1097,94,125,63,18,3524,3397,3524,300,997410,71797
36001,889,62,95,56,19,1630,1562,1630,71,468691,20000
36037,86,5,6,0,0,261,131,261,0,52300,0
36005,2194,197,224,70,25,4764,4474,4764,917,1396648,203765
36047,1765,125,181,76,33,5105,4562,5105,209,1486350,68406
36091,115,7,12,0,0,259,259,259,0,82646,0
36105,47,2,6,0,0,134,233,134,61,41890,20321
36045,79,26,10,0,0,261,290,261,0,51230,0
36103,1513,87,178,38,14,4084,3465,4084,358,1332680,185267
36057,70,0,5,0,0,290,290,290,130,84727,30975
36011,63,2,5,0,0,179,99,179,99,47968,20824
36101,75,0,8,0,0,601,560,601,195,146584,53893
36063,150,8,20,0,0,565,309,565,0,134926,0
36081,1068,66,85,29,0,2981,2034,2981,0,894252,0
36059,2525,117,291,96,45,4616,5021,4616,0,1515009,0
36007,357,12,32,22,0,704,828,704,0,175097,0
36029,1480,78,156,72,20,4110,3820,4110,2372,1197679,615575
36069,204,0,22,0,0,766,869,766,232,199105,49541
36089,81,0,0,0,0,425,119,425,0,103054,0
36079,96,4,10,0,0,331,355,331,0,95181,0
36021,0,0,0,0,0,192,0,192,0,33713,0
36095,0,0,0,0,0,40,0,40,0,5803,0
36023,35,0,12,0,0,149,244,149,67,41727,13671
36003,18,2,2,0,0,114,49,114,0,24910,0
36051,30,0,8,0,0,48,67,48,0,7703,0
36025,15,0,0,0,0,56,25,56,0,8290,0
36013,51,10,14,0,0,180,321,180,0,46752,0
36031,0,0,0,0,0,40,0,40,0,5171,0
36111,25,0,0,0,0,280,25,280,0,55221,0
36015,181,20,3,13,0,468,327,468,0,106959,0
36113,195,12,16,0,0,349,406,349,0,55727,0
36035,38,0,8,0,0,137,158,137,53,37759,7692
36053,48,5,6,0,0,256,261,256,71,69712,9261
36109,77,0,8,8,0,159,212,159,0,29984,0
36043,0,0,0,0,0,25,0,25,0,3290,0
36049,13,0,6,0,0,185,185,185,25,59914,4384
36073,0,0,0,0,0,60,0,60,0,11627,0
36097,21,0,4,0,0,145,145,145,25,44116,3609
36117,55,0,9,0,0,289,300,289,109,82463,19090
36017,41,5,2,0,0,138,138,138,58,26718,3669
36087,120,9,11,10,0,1277,375,1277,0,381817,0
36075,55,2,8,0,0,99,164,99,0,20151,0
36123,25,0,3,0,0,189,186,189,0,52196,0
36019,127,10,14,0,0,264,354,264,229,61120,50204
36027,332,18,21,9,0,449,449,449,0,114197,0
36055,1094,98,128,34,12,2289,2098,2289,331,723090,105346
36093,281,15,18,15,0,881,423,881,459,205086,86118
36067,986,87,129,49,15,1879,1942,1879,0,499013,0
36083,142,0,12,0,0,277,257,277,0,58049,0
36121,0,0,0,0,0,75,0,75,0,17671,0
34039,536,10,43,7,0,1113,1311,1113,340,295010,86534
34013,1246,121,151,94,34,3204,3507,3204,0,883776,0
34025,986,66,117,37,15,1686,2095,1686,0,392613,0
34005,504,7,54,0,0,1035,931,1035,0,243795,0
34027,548,38,46,22,9,1825,1423,1825,0,534843,0
34023,1110,140,131,69,22,2261,2640,2261,68,594088,19425
34011,188,14,24,6,0,376,376,376,0,98172,0
34003,1362,85,88,32,19,3892,3848,3892,1059,1026740,213222
34029,699,2,78,0,0,1139,1416,1139,0,302385,0
34001,382,20,26,5,0,1290,673,1290,50,374088,14717
34017,292,35,28,21,0,1594,704,1594,0,350662,0
34035,158,0,28,0,0,657,771,657,0,186496,0
34007,1179,44,133,44,12,2205,2174,2205,526,537921,118479
34009,149,0,16,0,0,178,242,178,0,27204,0
34033,198,0,19,0,0,222,222,222,0,20390,0
34019,0,0,0,0,0,184,0,184,0,37446,0
34041,152,0,20,0,0,172,309,172,0,31871,0
34021,427,10,70,12,0,1186,1124,1186,60,362768,15245
34037,103,0,10,0,0,148,148,148,0,39327,0
34031,570,54,74,30,6,1318,1031,1318,880,253486,143388
34015,243,10,14,0,0,311,305,311,0,43109,0
42079,510,24,59,9,0,1238,997,1238,0,285282,0
42091,982,21,143,56,0,2820,2432,2820,0,647095,0
42077,609,32,78,38,8,1453,1586,1453,133,376838,7935
42101,3046,408,390,290,79,7600,7082,7600,933,1985697,287162
42031,39,0,7,0,0,140,144,140,0,33164,0
42075,73,0,9,0,0,467,262,467,0,119255,0
42121,57,0,8,0,0,128,174,128,112,33556,28962
42085,78,0,13,0,0,340,226,340,0,74318,0
42003,2706,233,432,169,36,6231,6560,6231,467,1718283,118735
42043,718,59,90,64,18,1415,1445,1415,76,383495,18483
42095,524,37,78,20,0,928,996,928,0,221519,0
42011,591,34,71,24,0,1432,1457,1432,0,361526,0
42021,350,11,29,16,0,608,567,608,0,104500,0
42093,225,36,42,21,14,773,720,773,0,224785,0
42007,152,22,30,0,0,320,361,320,0,58387,0
42041,300,4,33,5,0,789,755,789,0,157799,0
42049,381,7,45,29,0,1019,954,1019,7,231760,1180
42129,287,0,33,0,0,820,1001,820,0,224196,0
42013,283,12,33,0,0,564,524,564,0,135244,0
42029,527,8,88,25,0,1404,1309,1404,0,318358,0
42027,164,4,12,0,0,452,452,452,0,99077,0
42037,30,0,12,0,0,177,76,177,0,39937,0
42083,87,1,8,0,0,233,233,233,107,45515,13599
42017,585,23,60,12,0,1178,930,1178,0,262041,0
42065,60,0,5,0,0,84,84,84,0,12312,0
42045,791,32,95,47,0,1406,1458,1406,204,331480,39805
42019,157,0,35,0,0,288,321,288,263,65026,58142
42071,614,37,54,31,0,1007,1183,1007,0,207952,0
42125,275,4,40,0,0,462,578,462,0,92225,0
42055,207,0,12,7,0,329,329,329,0,60297,0
42069,414,22,40,20,0,932,1030,932,0,213561,0
42033,114,14,15,16,0,266,266,266,0,49904,0
42107,125,9,14,0,0,286,286,286,49,70286,8779
42133,536,22,60,35,0,958,880,958,0,236664,0
42051,108,26,17,0,0,206,224,206,0,42283,0
42105,16,0,4,0,0,69,93,69,25,20227,6517
42089,232,11,24,8,0,329,327,329,0,66825,0
42073,78,0,6,0,0,191,216,191,0,42184,0
42009,24,1,2,0,0,27,49,27,0,4572,0
42001,56,0,8,0,0,76,76,76,0,16695,0
42127,54,0,8,0,0,87,95,87,0,13280,0
42061,30,0,7,0,0,62,62,62,0,11095,0
42063,104,0,12,0,0,166,166,166,0,27341,0
42081,180,7,30,0,0,425,438,425,20,109844,4197
42005,81,0,6,0,0,164,147,164,147,23123,19655
42025,75,0,13,0,0,250,250,250,159,9391,9389
42119,78,0,0,0,0,149,132,149,0,19447,0
42087,87,0,5,0,0,123,123,123,0,19176,0
42035,28,0,0,0,0,161,196,161,28,52918,3969
42057,19,0,2,0,0,88,88,88,21,26890,3197
42039,128,8,18,0,0,257,257,257,200,41015,27480
42131,34,4,6,0,0,44,44,44,0,1100,0
42015,213,0,30,0,0,457,456,457,35,116061,1882
42111,107,5,6,0,0,172,185,172,0,17274,0
42115,25,0,0,0,0,108,25,108,0,20218,0
42047,21,0,0,0,0,173,173,173,35,53265,8215
42097,16,0,0,0,0,16,70,16,0,5476,0
42123,41,6,6,0,0,237,237,237,0,61869,0
42059,23,0,0,0,0,49,49,49,0,7322,0
42117,17,0,5,0,0,25,25,25,0,5892,0
10001,192,5,27,5,1,454,434,454,0,122760,0
10003,656,16,69,47,0,1925,1637,1925,0,519236,0
10005,179,18,29,0,0,254,349,254,0,65054,0
24047,0,0,0,0,0,45,0,45,0,10437,0
24045,206,8,16,0,0,426,435,426,12,101903,593
24033,291,4,33,0,0,680,392,680,0,162136,0
24031,744,69,155,93,6,2026,1794,2026,0,506364,0
24005,668,18,95,72,0,2122,1642,2122,375,563600,54512
24003,458,15,50,16,0,679,727,679,367,172799,93791
24510,1901,159,308,199,62,5194,4073,5194,0,1436493,0
24001,116,1,7,0,0,409,431,409,233,113369,54265
24019,0,0,0,0,0,127,0,127,0,36918,0
24029,0,0,0,0,0,124,0,124,0,33877,0
24039,0,0,0,0,0,89,0,89,0,19521,0
24027,165,6,16,18,0,509,267,509,0,146779,0
24041,0,0,0,0,0,132,0,132,0,31469,0
24015,68,11,9,0,0,109,82,109,0,18475,0
24025,53,0,6,0,0,255,85,255,0,64559,0
24021,195,5,18,15,0,281,266,281,0,74830,0
24043,160,8,12,0,0,426,443,426,55,99374,6510
24017,81,6,10,0,0,109,109,109,0,26055,0
24037,67,6,12,0,0,109,109,109,0,24965,0
24023,30,2,4,0,0,59,49,59,49,7210,4596
24009,55,1,4,0,0,74,92,74,74,20383,18765
24013,87,7,12,0,0,366,669,366,0,120505,0
11001,1183,185,154,138,59,3939,3602,3939,228,1038650,45648
51590,0,0,0,0,0,322,0,322,0,77556,0
51015,116,8,14,0,0,209,255,209,0,42855,0
51700,196,0,28,15,0,752,759,752,0,203676,0
51775,40,0,8,0,0,712,221,712,131,197692,16507
51760,645,71,82,43,33,2413,1202,2413,0,666973,0
51191,86,0,14,0,0,116,116,116,0,28846,0
51087,56,0,0,0,0,794,104,794,0,175055,0
51680,263,11,37,5,0,1055,1156,1055,616,281731,151892
51051,1,0,0,0,0,11,25,11,0,2608,0
51540,306,41,43,51,15,692,755,692,0,206080,0
51810,292,0,36,0,0,531,433,531,0,153199,0
51510,210,0,20,16,0,318,318,318,0,61638,0
51041,0,0,0,0,0,163,28,163,0,41812,0
51710,412,74,36,62,25,1508,981,1508,0,420667,0
51177,0,0,0,0,0,100,0,100,0,19973,0
51059,740,110,74,143,26,1971,1573,1971,0,471332,0
51013,187,11,22,28,0,380,394,380,0,110565,0
51019,28,0,6,0,0,145,161,145,34,40764,5115
51195,18,0,2,0,0,32,60,32,0,2736,0
51135,0,0,0,0,0,135,0,135,0,34287,0
51161,0,0,0,0,0,110,110,110,0,37511,0
51003,108,0,12,0,0,144,176,144,0,35206,0
51121,49,2,8,0,0,188,146,188,0,51115,0
51550,242,0,28,0,0,310,310,310,0,65853,0
51630,299,10,38,0,0,491,451,491,0,114811,0
51730,192,0,14,7,0,814,577,814,0,210003,0
51005,0,0,0,0,0,146,0,146,0,26831,0
51179,57,0,6,0,0,78,100,78,0,16568,0
51009,0,0,0,0,0,1112,0,1112,0,388618,0
51047,50,0,6,0,0,68,70,68,0,11293,0
51081,63,0,7,0,0,80,80,80,0,5810,0
51147,56,8,8,0,0,86,116,86,0,14393,0
51107,43,14,23,12,0,339,327,339,179,101668,46739
51520,0,0,0,0,0,25,0,25,0,4335,0
51620,0,0,0,0,0,72,0,72,0,17300,0
51187,30,0,8,0,0,166,180,166,46,48133,5739
51027,32,5,12,0,0,49,134,49,0,5356,0
