fips,med.surg.beds,ped.med.surg.bed,icu.beds,nicu.beds,ped.icu.beds,calc.tot.beds,lisc.beds,tot.staffed.facility.beds,tot.staffed.hosp.beds,facility.inpatient.days,hosp.inpatiend.days
28113,112,0,16,5,0,174,191,174,0,25822,0
28037,25,0,0,0,0,25,25,25,0,6444,0
28077,25,0,0,0,0,25,25,25,0,2317,0
28001,88,0,8,0,0,136,179,136,0,22465,0
28145,117,0,8,0,0,153,153,153,0,9425,0
28071,111,0,48,0,0,172,217,172,0,36978,0
28099,63,0,0,0,0,259,233,259,48,69600,5758
28109,42,0,6,0,0,67,73,67,0,10985,0
28115,25,0,0,0,0,69,69,69,25,21665,5727
28065,35,0,0,0,0,95,95,95,35,17511,1780
28021,12,0,0,0,0,22,32,22,0,4119,0
28023,25,0,0,0,0,25,25,25,0,4245,0
28139,25,0,0,0,0,65,65,65,25,18198,3867
28105,75,15,6,0,0,96,96,96,0,8002,0
28137,0,0,0,0,0,41,0,41,0,4162,0
28147,25,0,0,0,0,25,25,25,0,1801,0
28161,26,0,0,0,0,148,148,148,26,45007,2241
28025,37,0,6,0,0,49,49,49,0,6672,0
28153,68,0,6,0,0,80,80,80,0,9576,0
28097,25,0,0,0,0,25,25,25,0,3852,0
28163,25,0,0,0,0,25,25,25,0,4057,0
28107,71,0,6,0,0,112,112,112,0,6270,0
28063,30,0,0,0,0,30,30,30,0,2241,0
28155,17,0,0,0,0,73,73,73,38,20256,7644
28111,22,0,0,0,0,22,22,22,0,1448,0
28125,19,0,0,0,0,29,29,29,0,2373,0
28069,25,0,0,0,0,25,25,25,0,3175,0
28129,10,0,0,0,0,20,29,20,0,2294,0
27053,1460,232,195,202,64,4021,5539,4021,1478,1072703,395684
27025,22,1,6,0,0,37,61,37,0,9204,0
27163,83,0,31,0,0,153,183,153,0,32284,0
27107,0,0,0,0,0,14,0,14,0,1068,0
27041,77,4,8,0,0,115,127,115,0,15402,0
27171,28,0,0,0,0,186,65,186,0,45813,0
27109,660,44,97,26,24,1333,2120,1333,0,336633,0
27035,96,5,14,0,0,280,321,280,25,58585,4658
27001,0,0,0,0,0,25,0,25,0,3973,0
27047,40,0,12,0,0,85,159,85,0,14830,0
27003,233,0,35,0,0,671,573,671,0,194532,0
27151,8,0,2,0,0,25,21,25,0,4997,0
27143,6,0,0,0,0,6,20,6,0,877,0
27137,468,32,61,18,7,1068,1247,1068,62,234083,7245
27029,8,0,0,0,0,8,25,8,0,885,0
27077,0,0,0,0,0,55,0,55,0,13488,0
27007,40,11,10,0,10,231,208,231,118,56802,25321
27061,71,0,6,0,0,168,179,168,40,30753,1958
27043,18,0,4,0,0,25,25,25,0,3223,0
27167,21,0,0,0,0,105,105,105,25,29096,2666
27059,31,0,0,0,0,58,86,58,0,9783,0
27173,18,5,2,0,0,160,78,160,25,35456,1591
27049,30,0,4,0,0,45,65,45,0,8142,0
27021,0,0,0,0,0,9,0,9,0,890,0
27017,37,0,6,0,0,94,105,94,25,21338,3623
27119,20,0,2,0,0,123,93,123,24,28392,1752
27073,20,0,0,0,0,88,86,88,20,24123,1355
27005,16,0,8,0,0,132,183,132,36,36284,5820
27051,9,0,0,0,0,9,10,9,0,627,0
27091,11,0,0,0,0,23,97,23,0,4500,0
27067,32,8,8,0,0,180,214,180,86,23160,5932
27131,27,0,4,0,0,119,77,119,37,24616,4707
27113,21,0,0,0,0,41,51,41,0,8082,0
27111,19,2,0,0,0,245,121,245,25,52260,2063
27085,18,1,0,0,0,184,159,184,25,42945,2298
27121,17,0,0,0,0,22,34,22,0,3224,0
27011,15,0,0,0,0,145,55,145,15,34108,255
27031,15,1,0,0,0,53,53,53,16,14189,1102
27069,0,0,0,0,0,75,0,75,0,23396,0
27037,109,16,12,12,0,205,207,205,0,50442,0
27081,17,1,1,0,0,100,132,100,20,30016,1404
27071,0,0,0,0,0,25,0,25,0,2675,0
27063,16,0,0,0,0,16,20,16,0,923,0
27157,11,0,0,0,0,251,281,251,18,80231,3828
27079,9,0,0,0,0,49,70,49,9,12002,660
27093,0,0,0,0,0,38,0,38,0,5399,0
27097,0,0,0,0,0,25,0,25,0,3933,0
27153,20,0,3,0,0,155,137,155,35,45216,7323
27133,21,0,0,0,0,25,25,25,0,2235,0
27165,18,0,0,0,0,29,50,29,0,3086,0
27087,0,0,0,0,0,50,0,50,0,10417,0
27013,105,6,15,0,0,172,272,172,0,38744,0
27083,32,8,2,0,0,136,150,136,35,34169,6430
27145,152,18,41,30,4,1099,996,1099,192,327757,61708
27123,593,28,87,24,10,1441,1904,1441,0,355804,0
27023,0,0,0,0,0,25,0,25,0,3307,0
27065,15,0,3,0,0,25,49,25,0,3142,0
27149,15,1,4,0,0,25,49,25,0,2410,0
27139,70,4,0,0,0,108,142,108,0,20632,0
27015,20,0,4,0,0,70,86,70,0,9236,0
27129,10,0,0,0,0,16,16,16,0,938,0
27095,30,2,4,0,0,108,139,108,28,28641,6043
27147,21,0,0,0,0,42,43,42,0,8636,0
27057,17,0,5,0,0,25,50,25,0,4174,0
27117,15,0,0,0,0,18,44,18,0,925,0
27127,25,0,0,0,0,25,25,25,0,1884,0
27135,21,0,0,0,0,115,115,115,25,35285,2920
27103,17,0,0,0,0,17,17,17,0,3012,0
27115,7,0,0,0,0,9,30,9,0,924,0
27101,14,2,4,0,0,20,25,20,0,1230,0
27075,0,0,0,0,0,16,0,16,0,2582,0
27019,51,4,8,0,0,108,109,108,0,24103,0
27159,15,1,1,0,0,25,49,25,0,2156,0
27089,0,0,0,0,0,20,0,20,0,1972,0
27161,8,0,0,0,0,12,35,12,0,2523,0
27033,19,3,0,0,0,26,32,26,0,1545,0
27155,15,0,0,0,0,15,25,15,0,453,0
27169,25,0,8,0,0,46,49,46,0,7260,0
27105,29,0,7,0,0,48,48,48,0,2942,0
19033,114,8,18,4,0,226,342,226,0,42177,0
19153,867,66,82,84,26,1795,2138,1795,306,432960,66161
19163,245,21,20,20,0,504,691,504,0,93995,0
19135,25,0,0,0,0,25,25,25,0,1509,0
19109,18,0,1,0,0,23,25,23,0,3499,0
19169,120,11,7,4,0,272,317,272,17,60578,2771
19105,22,0,0,0,0,22,22,22,0,1836,0
19029,17,0,4,0,0,29,29,29,0,4211,0
19009,25,0,0,0,0,25,25,25,0,775,0
19197,44,0,0,0,0,47,47,47,0,4313,0
19051,13,0,0,0,0,13,25,13,0,906,0
19015,21,0,0,0,0,25,25,25,0,4158,0
19081,25,0,0,0,0,25,25,25,0,3442,0
19057,94,12,10,0,0,314,378,314,154,82633,27147
19027,64,2,6,0,0,234,241,234,109,51385,11317
19013,256,20,29,17,1,480,651,480,0,73320,0
19113,286,27,36,31,3,647,986,647,226,135979,39222
19007,22,0,3,0,0,44,44,44,25,8042,1034
19117,21,0,2,0,0,25,25,25,0,1629,0
19067,21,1,0,0,0,25,25,25,0,3177,0
19035,22,0,0,0,0,61,61,61,0,14880,0
19145,40,0,2,0,0,100,100,100,25,17625,1632
19045,49,14,10,0,0,281,339,281,120,79166,13312
19003,22,0,0,0,0,22,22,22,0,701,0
19185,20,1,2,0,0,25,25,25,0,2310,0
19155,120,6,29,3,0,262,514,262,0,48527,0
19089,8,1,0,0,0,19,19,19,0,1135,0
19175,18,0,2,0,0,25,25,25,0,2700,0
19191,25,0,0,0,0,25,25,25,0,3990,0
19047,19,0,2,0,0,25,25,25,0,1854,0
19061,166,6,18,14,0,360,433,360,191,69251,36160
19043,35,0,0,0,0,35,50,35,0,2039,0
19147,22,0,0,0,0,47,47,47,25,9599,1744
19063,18,0,3,0,0,25,25,25,0,1994,0
19101,23,0,2,0,0,25,25,25,0,3361,0
19187,30,3,9,0,0,49,200,49,0,11543,0
19111,76,0,11,0,0,92,99,92,0,4509,0
19001,17,0,0,0,0,17,17,17,0,343,0
19157,32,2,6,0,0,49,81,49,0,4154,0
19075,15,0,0,0,0,25,80,25,25,14348,1259
19077,10,0,0,0,0,17,25,17,0,1052,0
19071,10,0,0,0,0,25,25,25,19,990,923
19069,25,0,0,0,0,77,77,77,25,19732,1674
19165,22,0,0,0,0,25,25,25,0,3489,0
19167,64,0,2,0,0,305,312,305,69,84735,7110
19091,21,0,0,0,0,49,49,49,21,11630,1981
19093,20,0,0,0,0,20,25,20,0,2052,0
19019,19,0,0,0,0,114,446,114,19,35132,1487
19103,560,72,90,51,24,1068,1429,1068,0,281588,0
19083,18,0,0,0,0,21,21,21,0,2383,0
19073,25,0,0,0,0,85,110,85,25,14871,1358
19177,14,1,0,0,0,25,25,25,0,998,0
19125,42,0,2,0,0,50,50,50,0,7359,0
19025,21,0,0,0,0,25,25,25,0,1195,0
19149,21,0,0,0,0,25,25,25,0,2096,0
19053,11,0,0,0,0,11,11,11,0,774,0
19055,20,0,0,0,0,25,25,25,0,2626,0
19097,12,0,0,0,0,12,25,12,0,1573,0
19095,25,0,0,0,0,25,25,25,0,2231,0
19127,25,2,0,0,0,37,49,37,0,5686,0
19085,16,0,0,0,0,16,25,16,0,1334,0
19087,13,1,2,0,0,74,74,74,25,17304,1789
19159,16,0,0,0,0,16,16,16,0,1218,0
19139,29,0,5,0,0,45,80,45,0,3787,0
19037,16,0,0,0,0,18,18,18,0,995,0
19099,17,0,3,0,0,26,48,26,0,3273,0
19065,38,2,0,0,0,89,89,89,25,14693,1179
19133,19,0,4,0,0,25,25,25,0,2403,0
19131,25,0,0,0,0,25,25,25,0,1632,0
19039,25,0,0,0,0,25,25,25,0,3794,0
19123,17,0,3,0,0,25,25,25,0,4665,0
19179,39,4,0,0,0,101,217,101,0,15162,0
19049,10,0,0,0,0,15,25,15,0,727,0
19151,20,0,0,0,0,20,25,20,0,1216,0
19141,31,1,0,0,0,106,109,106,25,24672,3289
19137,17,0,8,0,0,25,25,25,0,4783,0
19119,14,0,0,0,0,14,25,14,0,964,0
19161,25,0,0,0,0,25,25,25,0,913,0
19143,17,0,0,0,0,25,25,25,0,808,0
19193,187,9,23,10,0,349,810,349,0,80852,0
19041,34,0,6,0,0,64,99,64,0,9182,0
19059,22,0,3,0,0,30,49,30,0,2835,0
19021,15,0,5,0,0,35,35,35,0,5583,0
19017,31,0,0,0,0,41,50,41,0,3217,0
19011,25,0,0,0,0,65,65,65,25,15503,1781
19183,22,0,0,0,0,68,68,68,25,15456,3402
19005,20,0,0,0,0,25,25,25,0,2388,0
19079,21,0,0,0,0,25,25,25,0,3222,0
19121,23,2,0,0,0,25,25,25,0,1895,0
19107,14,0,0,0,0,14,14,14,0,1599,0
29165,31,0,8,0,0,139,161,139,0,31269,0
29187,68,0,10,0,0,454,481,454,0,127386,0
29185,12,0,0,0,0,12,12,12,0,747,0
29097,346,26,53,38,0,672,706,672,0,154109,0
29021,210,15,15,0,0,501,501,501,0,117946,0
29109,21,0,0,0,0,25,53,25,0,2081,0
29051,105,5,19,0,0,206,268,206,0,45641,0
29019,509,34,86,76,18,1122,606,1122,91,262843,24612
29023,111,24,14,0,0,298,470,298,10,60515,1157
29510,922,246,169,190,62,3352,3360,3352,1293,848238,317230
29183,485,4,42,0,0,914,997,914,0,184160,0
29189,2056,119,234,165,12,4233,5081,4233,885,962503,174664
29081,19,0,0,0,0,19,19,19,0,2064,0
29095,825,176,185,174,41,3037,2907,3037,175,778652,43355
29031,258,2,33,39,0,484,569,484,0,102737,0
29037,64,0,9,0,0,83,106,83,0,15978,0
29093,15,0,0,0,0,15,25,15,0,1424,0
29053,0,0,0,0,0,32,0,32,0,6829,0
29047,265,14,46,18,0,802,875,802,25,183577,1343
29077,841,44,75,60,14,1635,2031,1635,0,430966,0
29213,46,2,18,0,0,120,157,120,0,30455,0
29013,39,0,10,0,0,49,60,49,0,4346,0
29167,28,0,8,0,0,72,86,72,0,12256,0
29049,33,0,5,0,0,58,58,58,0,10457,0
29033,25,0,0,0,0,25,25,25,0,1733,0
29117,17,0,4,0,0,25,25,25,0,5504,0
29083,37,0,8,0,0,94,97,94,0,15971,0
29039,25,0,0,0,0,25,34,25,0,2008,0
29207,12,0,4,0,0,31,48,31,0,4964,0
29005,15,1,0,0,0,18,18,18,0,2077,0
29099,117,4,12,0,0,204,321,204,0,45682,0
29169,0,0,0,0,0,46,0,46,0,3379,0
29123,13,0,4,0,0,97,144,97,17,26261,1948
29027,12,0,0,0,0,448,448,448,0,154604,0
29127,70,0,8,0,0,99,99,99,0,17776,0
29155,42,0,7,0,0,167,167,167,101,29715,10972
29011,25,0,0,0,0,25,25,25,0,1730,0
29105,44,0,4,0,0,58,58,58,0,6038,0
29107,21,0,4,0,0,25,25,25,0,2589,0
29121,25,0,0,0,0,25,25,25,0,3989,0
29195,31,0,7,0,0,52,60,52,0,6084,0
29147,26,0,2,0,0,50,81,50,0,6550,0
29199,19,2,2,0,0,25,40,25,0,3207,0
29007,20,0,9,0,0,60,88,60,0,8644,0
29009,36,0,0,0,0,43,43,43,0,3915,0
29091,73,0,12,0,0,123,139,123,0,19757,0
29145,21,0,4,0,0,25,49,25,0,3215,0
29217,25,0,6,0,0,140,140,140,0,27329,0
29029,50,0,18,0,0,130,130,130,100,23561,16603
29157,18,0,0,0,0,25,64,25,0,6361,0
29221,25,0,0,0,0,25,25,25,0,3426,0
29177,25,0,0,0,0,25,34,25,0,3088,0
29161,84,10,12,0,0,176,242,176,158,31838,28466
29186,21,0,0,0,0,25,47,25,0,4334,0
29065,0,0,0,0,0,43,0,43,0,10363,0
29159,68,10,9,0,0,137,165,137,127,21125,17078
29201,53,7,12,0,0,110,144,110,0,19025,0
29071,76,10,19,0,0,183,183,183,0,25362,0
29113,21,0,4,0,0,25,25,25,0,3227,0
29079,15,0,0,0,0,15,25,15,0,2834,0
29101,24,0,8,0,0,57,57,57,0,9983,0
29001,30,0,10,0,0,50,93,50,0,9850,0
29075,25,0,0,0,0,25,35,25,0,2154,0
29115,25,0,0,0,0,25,57,25,0,1621,0
29073,24,0,0,0,0,24,24,24,0,3575,0
29215,37,0,4,0,0,47,66,47,0,4734,0
29163,25,0,0,0,0,25,25,25,0,1575,0
29211,25,0,0,0,0,25,25,25,0,3216,0
29175,70,0,8,0,0,99,99,99,0,6272,0
29171,15,0,0,0,0,15,15,15,0,1924,0
38035,196,0,22,16,0,432,387,432,0,91995,0
38017,315,27,65,50,8,874,905,874,0,212349,0
38101,210,16,19,13,0,605,646,605,365,119538,40176
38051,14,0,0,0,0,79,24,79,0,15603,0
38079,0,0,0,0,0,54,0,54,0,4421,0
38059,0,0,0,0,0,41,0,41,0,7024,0
38015,220,19,28,22,3,464,529,464,218,97878,38122
38009,0,0,0,0,0,25,0,25,0,5955,0
38011,0,0,0,0,0,55,0,55,0,12698,0
38095,0,0,0,0,0,55,0,55,0,11047,0
38031,25,0,0,0,0,25,25,25,0,1748,0
38067,0,0,0,0,0,70,0,70,0,15193,0
38039,0,0,0,0,0,62,0,62,0,11539,0
38023,16,0,0,0,0,60,71,60,16,21822,6048
38071,18,0,3,0,0,25,25,25,0,3193,0
38089,12,1,4,0,0,25,25,25,0,4515,0
38037,0,0,0,0,0,30,0,30,0,8863,0
38099,14,0,0,0,0,28,14,28,0,3511,0
38085,0,0,0,0,0,14,0,14,0,1384,0
38055,22,0,0,0,0,75,50,75,22,18373,3523
38103,25,0,0,0,0,110,110,110,25,29359,1952
38057,0,0,0,0,0,18,0,18,0,1824,0
38001,0,0,0,0,0,25,0,25,0,3859,0
38093,15,0,3,0,0,125,25,125,0,35546,0
38097,20,0,0,0,0,56,86,56,10,14804,1528
38019,0,0,0,0,0,20,0,20,0,1332,0
38029,0,0,0,0,0,14,0,14,0,1323,0
38073,0,0,0,0,0,25,0,25,0,4530,0
38063,10,0,0,0,0,49,58,49,10,13675,734
38021,0,0,0,0,0,20,0,20,0,2151,0
38069,0,0,0,0,0,85,0,85,0,19532,0
38061,0,0,0,0,0,11,0,11,0,515,0
38105,0,0,0,0,0,80,0,80,0,14919,0
38003,0,0,0,0,0,19,0,19,0,2764,0
38053,24,0,0,0,0,24,24,24,0,750,0
46103,217,23,19,28,0,418,417,418,0,94134,0
46035,32,0,8,0,0,159,176,159,50,43028,5797
46013,34,0,6,0,0,275,48,275,0,68229,0
46093,22,0,2,0,0,356,109,356,25,93308,4955
46099,498,54,49,83,14,1288,1174,1288,420,310495,97670
46083,11,0,0,0,0,64,71,64,0,9582,0
46127,0,0,0,0,0,40,0,40,0,4591,0
46043,11,0,0,0,0,11,11,11,0,754,0
46135,54,6,10,0,0,292,286,292,99,77217,9819
46045,0,0,0,0,0,50,0,50,0,12260,0
46011,39,0,2,0,0,128,128,128,49,31652,4143
46053,0,0,0,0,0,81,0,81,0,16963,0
46015,20,1,0,0,0,69,69,69,25,17374,1806
46041,0,0,0,0,0,8,0,8,0,791,0
46039,5,0,0,0,0,10,10,10,0,836,0
46033,11,0,0,0,0,87,103,87,27,20496,1318
46081,27,2,6,0,0,43,62,43,0,5775,0
46077,6,0,0,0,0,6,6,6,0,295,0
46089,4,0,0,0,0,4,4,4,0,118,0
46049,4,0,0,0,0,12,12,12,0,1058,0
46101,10,0,0,0,0,18,18,18,0,529,0
46067,22,1,0,0,0,180,99,180,25,46930,2515
46107,0,0,0,0,0,55,0,55,0,14004,0
46047,25,0,0,0,0,73,73,73,25,19562,2552
46005,15,0,6,0,0,30,25,30,0,4737,0
46079,17,0,2,0,0,22,22,22,0,3900,0
46007,14,0,0,0,0,62,62,62,14,17538,1141
46051,0,0,0,0,0,25,0,25,0,3051,0
46059,7,0,0,0,0,15,25,15,0,1097,0
46129,9,1,1,0,0,25,25,25,0,2431,0
46055,3,0,0,0,0,48,48,48,18,11305,567
46065,0,0,0,0,0,110,0,110,0,27305,0
46023,35,0,2,0,0,81,85,81,17,16596,354
46115,0,0,0,0,0,18,0,18,0,1047,0
46121,0,0,0,0,0,35,0,35,0,2571,0
46009,26,0,1,0,0,37,50,37,0,1928,0
46109,0,0,0,0,0,25,0,25,0,1739,0
46027,22,0,0,0,0,120,120,120,25,24691,2324
46125,12,0,0,0,0,64,64,64,12,15939,578
46029,48,5,0,0,0,79,81,79,0,8199,0
46073,13,0,0,0,0,23,16,23,0,440,0
46123,0,0,0,0,0,104,0,104,0,28409,0
46091,0,0,0,0,0,18,0,18,0,1622,0
46037,10,0,0,0,0,20,25,20,0,858,0
31019,107,8,24,0,0,310,233,310,0,46266,0
31119,75,4,3,0,0,194,212,194,131,70658,45175
31109,390,28,84,53,0,1890,963,1890,0,468422,0
31055,618,105,182,176,32,2308,2363,2308,0,527670,0
31017,0,0,0,0,0,18,0,18,0,1448,0
31011,0,0,0,0,0,25,0,25,0,3194,0
31013,25,0,0,0,0,25,25,25,0,3064,0
31083,19,0,0,0,0,19,19,19,0,780,0
31089,0,0,0,0,0,42,0,42,0,4320,0
31127,11,0,0,0,0,16,16,16,0,1014,0
31081,14,0,0,0,0,63,63,63,16,16456,1502
31149,24,0,0,0,0,54,54,54,24,8911,866
31067,19,0,3,0,0,25,25,25,0,3689,0
31057,14,0,0,0,0,14,14,14,0,293,0
31177,0,0,0,0,0,10,0,10,0,895,0
31123,8,0,0,0,0,8,20,8,0,358,0
31041,0,0,0,0,0,85,0,85,0,16148,0
31065,0,0,0,0,0,52,0,52,0,10269,0
31121,0,0,0,0,0,20,0,20,0,6283,0
31153,73,0,8,0,0,92,212,92,0,17462,0
31045,23,0,2,0,0,25,25,25,0,1311,0
31141,0,0,0,0,0,51,0,51,0,8308,0
31047,16,0,2,0,0,52,20,52,0,4832,0
31107,23,0,0,0,0,70,70,70,23,16860,1149
31151,41,0,0,0,0,41,41,41,0,1672,0
31023,0,0,0,0,0,20,0,20,0,2100,0
31095,17,0,0,0,0,57,57,57,17,14128,999
31147,22,0,0,0,0,24,24,24,0,2797,0
31061,0,0,0,0,0,14,0,14,0,546,0
31053,39,2,4,0,0,181,181,181,75,42389,12388
31059,18,0,0,0,0,30,30,30,0,3094,0
31161,0,0,0,0,0,25,0,25,0,4654,0
31079,93,15,8,9,0,159,159,159,0,30335,0
31135,0,0,0,0,0,20,0,20,0,1954,0
31001,0,0,0,0,0,148,0,148,0,27394,0
31169,0,0,0,0,0,19,0,19,0,1724,0
31185,21,0,1,0,0,210,154,210,25,51483,2545
31137,0,0,0,0,0,25,0,25,0,3666,0
31029,18,0,0,0,0,20,20,20,0,745,0
31105,0,0,0,0,0,10,0,10,0,800,0
31015,0,0,0,0,0,20,0,20,0,731,0
31145,25,0,0,0,0,25,25,25,0,3324,0
31099,5,0,0,0,0,10,10,10,0,780,0
31131,26,0,0,0,0,28,28,28,0,1580,0
31003,15,1,0,0,0,23,23,23,0,1261,0
31111,56,8,8,2,0,116,116,116,0,22382,0
31021,0,0,0,0,0,18,0,18,0,860,0
31101,17,0,0,0,0,18,18,18,0,811,0
31175,1,0,0,0,0,16,16,16,0,833,0
31143,0,0,0,0,0,16,0,16,0,720,0
31069,0,0,0,0,0,10,0,10,0,3142,0
31139,20,0,0,0,0,35,20,35,0,1474,0
31133,5,0,0,0,0,11,11,11,0,163,0
31157,56,4,20,8,0,135,182,135,0,28256,0
31173,0,0,0,0,0,91,0,91,0,15408,0
31181,12,0,1,0,0,13,13,13,0,370,0
31037,0,0,0,0,0,25,0,25,0,2323,0
31159,0,0,0,0,0,24,0,24,0,2691,0
31033,19,0,4,0,0,88,88,88,25,19425,1965
31129,21,0,1,0,0,25,25,25,0,1396,0
31097,0,0,0,0,0,25,0,25,0,2845,0
31031,0,0,0,0,0,25,0,25,0,2693,0
31039,23,0,0,0,0,25,25,25,0,1881,0
31179,10,0,0,0,0,21,21,21,0,1524,0
31125,0,0,0,0,0,58,0,58,0,10865,0
31093,0,0,0,0,0,25,0,25,0,2966,0
31155,0,0,0,0,0,16,0,16,0,4209,0
20091,428,54,99,97,8,1636,1686,1636,0,334688,0
20177,365,29,32,32,6,1044,1043,1044,0,252882,0
20051,54,8,12,4,0,127,206,127,0,18083,0
20173,645,57,100,112,22,1629,2557,1629,0,365406,0
20041,20,2,0,0,0,134,109,134,35,32694,5379
20169,129,16,18,6,0,221,412,221,0,42746,0
20161,63,4,8,0,0,153,163,153,0,30579,0
20035,43,1,4,0,0,69,74,69,0,10318,0
20209,594,19,77,32,6,1274,1432,1274,170,323324,32685
20025,43,0,0,0,0,79,79,79,18,19321,1437
20009,38,0,0,0,0,81,48,81,0,10598,0
20015,72,0,14,0,0,96,132,96,0,16345,0
20155,88,6,13,0,0,156,209,156,0,25471,0
20005,15,2,4,0,0,25,25,25,0,3680,0
20153,15,0,0,0,0,15,24,15,0,905,0
20157,25,0,0,0,0,25,25,25,0,5877,0
20123,25,0,0,0,0,75,75,75,35,20405,8322
20031,19,0,2,0,0,55,55,55,25,10171,1829
20133,25,0,0,0,0,25,25,25,0,2182,0
20027,20,0,2,0,0,25,25,25,0,3987,0
20125,50,0,7,0,0,87,87,87,67,5655,3996
20193,21,0,0,0,0,85,85,85,25,23332,3794
20033,12,0,0,0,0,12,12,12,0,915,0
20021,18,0,0,0,0,43,25,43,0,3801,0
20029,20,1,4,0,0,25,25,25,0,1711,0
20127,21,0,2,0,0,25,25,25,0,1419,0
20101,25,0,0,0,0,25,25,25,0,5664,0
20057,18,1,10,0,6,45,99,45,0,4470,0
20129,24,0,4,0,0,28,20,28,0,846,0
20053,19,0,0,0,0,19,19,19,0,2109,0
20111,0,0,0,0,0,32,0,32,0,6685,0
20073,25,0,0,0,0,25,25,25,0,2690,0
20205,40,0,0,0,0,40,40,40,0,5774,0
20055,48,4,8,0,0,100,100,100,0,15166,0
20003,12,0,0,0,0,48,48,48,12,12466,1703
20037,81,6,8,0,0,124,137,124,0,15776,0
20181,0,0,0,0,0,25,0,25,0,2129,0
20097,15,0,0,0,0,15,15,15,0,2274,0
20201,37,0,0,0,0,43,50,43,0,2486,0
20077,9,0,0,0,0,25,25,25,0,1734,0
20013,17,0,2,0,0,25,25,25,0,3202,0
20065,20,0,0,0,0,20,20,20,0,1464,0
20115,15,0,0,0,0,54,15,54,0,9601,0
20085,11,0,0,0,0,12,25,12,0,624,0
20179,18,0,0,0,0,50,50,50,18,11577,1461
20189,17,0,0,0,0,96,107,96,19,25618,446
20001,20,0,0,0,0,25,25,25,0,3221,0
20083,8,0,0,0,0,25,25,25,8,8747,4118
20061,35,0,6,0,0,49,92,49,0,3333,0
20095,19,1,1,0,0,25,25,25,0,1754,0
20047,0,0,0,0,0,22,0,22,0,4753,0
20007,33,0,0,0,0,64,64,64,10,14820,1149
20165,25,0,0,0,0,25,25,25,0,8690,0
20093,16,2,0,0,0,100,100,100,25,25343,1416
20145,22,0,0,0,0,539,592,539,0,176916,0
20045,58,7,10,0,0,142,174,142,125,25752,20414
20103,28,0,10,0,0,83,130,83,0,13744,0
20203,25,0,0,0,0,42,42,42,25,10064,5882
20175,35,4,8,0,0,101,101,101,83,7598,6053
20113,48,1,7,0,0,70,95,70,0,5539,0
20105,14,0,0,0,0,14,14,14,0,339,0
20159,25,0,0,0,0,25,25,25,0,4650,0
20117,13,0,0,0,0,25,25,25,0,3752,0
20119,15,0,0,0,0,65,65,65,20,12411,538
20143,25,0,0,0,0,35,35,35,25,7274,4680
20135,37,0,0,0,0,97,97,97,37,21847,1608
20079,60,0,6,0,0,141,106,141,0,23283,0
20137,13,0,0,0,0,25,25,25,0,3060,0
20109,25,0,0,0,0,25,25,25,0,510,0
20039,12,0,0,0,0,12,18,12,0,391,0
20149,43,0,0,0,0,168,128,168,72,29677,3218
20121,18,0,0,0,0,184,245,184,0,51171,0
20141,21,0,0,0,0,25,25,25,0,468,0
20059,27,1,8,0,0,44,44,44,0,3817,0
20099,37,0,5,0,0,228,435,228,0,66844,0
20147,25,0,0,0,0,25,25,25,0,2550,0
20163,6,0,0,0,0,20,20,20,0,1972,0
20151,23,0,6,0,0,80,80,80,35,18357,4974
20063,21,0,0,0,0,63,63,63,21,15099,822
20167,25,0,0,0,0,47,47,47,25,9884,2351
20131,45,0,0,0,0,49,49,49,0,3396,0
20023,16,0,0,0,0,16,16,16,0,1154,0
20171,10,0,0,0,0,22,25,22,0,3087,0
20081,13,0,0,0,0,57,57,57,13,14884,849
20019,10,0,0,0,0,20,25,20,0,611,0
20183,25,0,0,0,0,25,25,25,0,5006,0
20185,15,0,0,0,0,25,25,25,15,1798,110
20075,25,0,0,0,0,25,25,25,0,60,0
20071,18,0,0,0,0,50,50,50,18,12917,1713
20067,22,0,0,0,0,26,26,26,0,1218,0
20195,25,0,0,0,0,62,62,62,25,16285,3750
20191,7,5,0,0,0,86,25,86,0,3532,0
20087,15,0,0,0,0,69,63,69,31,13174,1969
20089,25,0,0,0,0,25,25,25,0,6730,0
20187,13,0,0,0,0,40,43,40,15,8933,1075
5031,369,37,18,12,0,691,710,691,0,152462,0
5119,1182,137,175,196,26,3767,4302,3767,399,952058,86319
5143,410,24,41,64,0,1138,1192,1138,0,222485,0
5051,292,15,41,0,0,484,522,484,0,99134,0
5019,17,0,4,0,0,25,25,25,0,4193,0
5081,25,0,0,0,0,25,25,25,0,411,0
5131,356,26,62,37,0,857,1093,857,0,195040,0
5145,229,15,8,0,0,395,598,395,0,58859,0
5045,184,8,20,0,0,347,367,347,0,58477,0
5017,25,0,0,0,0,35,35,35,0,5547,0
5063,136,0,15,0,0,210,210,210,199,36827,33710
5125,60,0,8,0,0,213,257,213,0,49012,0
5093,57,8,12,0,0,98,124,98,0,4750,0
5083,41,0,0,0,0,41,41,41,0,2857,0
5065,15,0,0,0,0,20,25,20,0,1324,0
5103,32,2,8,0,0,67,98,67,0,5862,0
5071,41,0,8,0,0,90,90,90,0,10629,0
5141,25,0,0,0,0,143,143,143,25,35452,2957
5023,25,0,0,0,0,25,25,25,0,3326,0
5003,15,0,6,0,0,33,33,33,0,5630,0
5149,30,0,0,0,0,77,42,77,0,6158,0
